Longevity,Churn,HappinessIndex,ChangeHappinessIndex,SupportCases,ChangeSupportCases,SupportPriority,ChangeSupportPriority,ChangeNumberLogins,ChangeNumberBlogs,ChangeNumberViews,DaysLastLogin,HasSP,HasChangeSP,HasNullHI,PreviousHappinessIndex,IsRatedHI,HasSC,HasChangeSC,HasChangeNBlogs,HasChangeNViews,LongevityFlip,Longevity6,Longevity12,Longevity18,Longevity24,CustomerActivity1,CustomerActivity2,IsActive,MonthlyHappinessIndex
10,0,98,8,0,0,0,0,24,0,-167,31,0,0,0,90,1,0,0,0,1,57,4,10,10,10,0.426598327714,0.0197833065305,1,9.8
12,0,78,-47,1,1,3,3,-5,-1,55,2,1,1,0,125,1,1,1,1,1,55,0,0,12,12,-0.185107859869,-0.188383304296,1,6.5
14,0,78,42,0,0,0,0,2,1,0,-8,0,0,0,36,1,0,0,1,0,53,2,2,14,14,-0.179790120417,-0.0439139866528,1,5.57142857143
15,0,1,1,0,0,0,0,2,0,11,31,0,0,0,0,1,0,0,0,1,52,3,3,15,15,0.310132295961,-0.0966827252224,1,0.0666666666667
14,0,131,-48,0,0,0,0,-10,-2,5,-1,0,0,0,179,1,0,0,1,1,53,2,2,14,14,-0.314137412679,-0.275667383649,1,9.35714285714
16,1,38,36,0,0,0,0,0,0,-175,31,0,0,0,2,1,0,0,0,1,51,4,4,16,16,0.283510574568,-0.123304446615,1,2.375
3,0,126,126,0,0,0,0,82,0,0,0,0,0,0,0,1,0,0,0,0,64,3,3,3,3,0.352734449708,0.377289320919,1,42.0
14,0,133,-11,0,0,0,0,19,-1,503,-1,0,0,0,144,1,0,0,1,1,53,2,2,14,14,-0.0488716604102,-0.0104016313803,1,9.5
16,0,86,25,0,0,0,0,2,0,45,31,0,0,0,61,1,0,0,0,1,51,4,4,16,16,0.312828644307,-0.0939863768766,1,5.375
16,1,120,-12,0,0,0,0,-5,1,1950,1,0,0,0,132,1,0,0,1,1,51,4,4,16,16,0.0585409235416,0.0691806369332,1,7.5
13,0,112,35,0,0,0,0,26,2,927,2,0,0,0,77,1,0,0,1,1,54,1,1,13,13,0.228971007186,0.225695562759,1,8.61538461538
15,0,114,-1,0,0,0,0,-1,0,-5,3,0,0,0,115,1,0,0,0,1,52,3,3,15,15,-0.0985676575656,-0.115758259812,1,7.6
13,0,63,-20,0,0,0,0,5,0,-7,27,0,0,0,83,1,0,0,0,1,54,1,1,13,13,0.270850850928,-0.0803035389784,1,4.84615384615
16,0,81,36,0,0,0,0,46,0,299,3,0,0,0,45,1,0,0,0,1,51,4,4,16,16,0.204511950376,0.187321348129,1,5.0625
16,0,127,-20,0,0,0,0,13,0,-394,-1,0,0,0,147,1,0,0,0,1,51,4,4,16,16,-0.10197991712,-0.0635098880901,1,7.9375
16,1,183,-4,1,1,3,3,30,-2,-7192,0,1,1,0,187,1,1,1,1,1,51,4,4,16,16,-0.633553559126,-0.608998687915,0,11.4375
7,0,147,34,2,1,3,-1,24,2,-33,2,1,1,0,113,1,1,1,1,1,60,1,7,7,7,0.140967708743,0.137692264316,1,21.0
12,1,78,20,0,-1,0,-3,48,0,48,31,0,1,0,58,1,0,1,0,1,55,0,0,12,12,0.586102084024,0.179287062841,1,6.5
15,1,104,71,0,0,0,0,6,0,1,-19,0,0,0,33,1,0,0,0,1,52,3,3,15,15,-0.362676418922,-0.0737335491468,1,6.93333333333
16,0,111,35,0,0,0,0,12,0,-315,31,0,0,0,76,1,0,0,0,1,51,4,4,16,16,0.343634622853,-0.0631803983307,1,6.9375
9,1,136,35,0,0,0,0,42,-1,1,0,0,0,0,101,1,0,0,1,1,58,3,9,9,9,0.0617504704396,0.0863053416504,1,15.1111111111
16,0,206,0,0,-2,0,-3,40,1,-164,0,0,1,0,206,1,0,1,1,1,51,4,4,16,16,0.1440763138,0.168631185011,1,12.875
12,1,0,0,0,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,55,0,0,12,12,0.297388838113,-0.10942618307,1,0.0
12,1,157,-20,0,0,0,0,4,-3,107,5,0,0,0,177,1,0,0,1,1,55,0,0,12,12,-0.193100738317,-0.238121656202,1,13.0833333333
14,0,214,-8,1,0,3,0,14,-1,145,0,1,0,0,222,1,1,0,1,1,53,2,2,14,14,-0.0930252392194,-0.0684703680087,1,15.2857142857
15,0,71,-17,0,0,0,0,-10,0,-219,7,0,0,0,88,1,0,0,0,1,52,3,3,15,15,-0.113298154336,-0.186149387859,1,4.73333333333
15,0,185,2,0,-3,0,-3,2,0,-148,0,0,1,0,183,1,0,1,0,1,52,3,3,15,15,-0.133846990168,-0.109292118958,1,12.3333333333
14,1,78,-36,0,0,0,0,-14,0,-3,0,0,0,0,114,1,0,0,0,1,53,2,2,14,14,-0.217316736344,-0.192761865133,1,5.57142857143
15,0,184,-8,2,2,3,3,24,1,11004,5,1,1,0,192,1,1,1,1,1,52,3,3,15,15,1.00435435133,0.959333433444,0,12.2666666667
14,1,98,-2,0,0,0,0,-2,0,-62,10,0,0,0,100,1,0,0,0,1,53,2,2,14,14,-0.0116174564556,-0.126214163437,1,7.0
14,0,120,-2,0,0,0,0,89,0,-19,0,0,0,0,122,1,0,0,0,1,53,2,2,14,14,0.392776551296,0.417331422507,1,8.57142857143
13,1,110,18,1,1,3,3,14,0,-29,-3,1,1,0,92,1,1,1,0,1,54,1,1,13,13,-0.0949285852949,-0.0286282406267,1,8.46153846154
14,0,125,20,0,0,0,0,69,-1,27,27,0,0,0,105,1,0,0,1,1,53,2,2,14,14,0.599781628019,0.248627238112,1,8.92857142857
15,0,122,-6,0,0,0,0,8,-1,2,0,0,0,0,128,1,0,0,1,1,52,3,3,15,15,-0.139979092705,-0.115424221494,1,8.13333333333
13,1,113,-33,0,0,0,0,48,-5,10,9,0,0,0,146,1,0,0,1,1,54,1,1,13,13,0.00874961338467,-0.0919319357771,1,8.69230769231
14,0,0,-21,0,0,0,0,-2,0,0,11,0,0,1,21,1,0,0,0,0,53,2,2,14,14,0.00721457187663,-0.121297292923,1,0.0
14,0,163,60,1,1,3,3,71,1,75,0,1,1,0,103,1,1,1,1,1,53,2,2,14,14,0.347032259312,0.371587130523,1,11.6428571429
14,0,218,28,13,12,3,0,151,4,-56,-1,1,0,0,190,1,1,1,1,1,53,2,2,14,14,0.958495883752,0.996965912782,0,15.5714285714
15,0,119,-49,0,0,0,0,-3,-2,-399,3,0,0,0,168,1,0,0,1,1,52,3,3,15,15,-0.248966859614,-0.266157461861,1,7.93333333333
12,1,6,-11,1,0,2,-1,-2,0,0,9,1,1,0,17,1,1,0,0,0,55,0,0,12,12,-0.0206157437617,-0.121297292923,1,0.5
13,0,120,10,0,-1,0,-3,42,0,8,-2,0,1,0,110,1,0,1,0,1,54,1,1,13,13,0.088116371907,0.140501558756,1,9.23076923077
11,1,25,15,0,0,0,0,2,0,-27,-10,0,0,0,10,1,0,0,0,1,56,5,11,11,11,-0.263402740423,-0.0996962910208,1,2.27272727273
15,0,167,-2,4,4,3,3,170,3,-58,0,1,1,0,169,1,1,1,1,1,52,3,3,15,15,1.03138688989,1.0559417611,0,11.1333333333
14,1,189,35,0,0,0,0,7,2,-2,11,0,0,0,154,1,0,0,1,1,53,2,2,14,14,0.167758130619,0.0392462658184,1,13.5
14,0,64,5,0,0,0,0,12,0,-272,-12,0,0,0,59,1,0,0,0,1,53,2,2,14,14,-0.251307075758,-0.0597703107168,1,4.57142857143
15,0,143,-22,0,0,0,0,-21,0,265,-3,0,0,0,165,1,0,0,0,1,52,3,3,15,15,-0.279357524974,-0.213057180305,1,9.53333333333
13,0,28,-10,0,0,0,0,-1,0,0,-16,0,0,0,38,1,0,0,0,0,54,1,1,13,13,-0.362559134314,-0.115361737997,1,2.15384615385
14,1,181,27,3,3,3,3,1,-2,144,-1,1,1,0,154,1,1,1,1,1,53,2,2,14,14,-0.237823002013,-0.199352972983,1,12.9285714286
13,0,150,4,1,1,3,3,9,0,-41,5,1,1,0,146,1,1,1,0,1,54,1,1,13,13,-0.0142367497324,-0.0592576676175,1,11.5384615385
15,0,153,-11,0,-1,0,-3,-12,-1,-25,0,0,1,0,164,1,0,1,1,1,52,3,3,15,15,-0.260831409043,-0.236276537832,1,10.2
15,1,0,0,0,0,0,0,0,0,-8,31,0,0,1,0,0,0,0,0,1,52,3,3,15,15,0.296754403209,-0.110060617975,1,0.0
14,1,0,0,0,0,0,0,0,0,-6,31,0,0,1,0,0,0,0,0,1,53,2,2,14,14,0.296913011935,-0.109902009249,1,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66,1,1,1,1,-0.133981054281,-0.10942618307,1,0.0
14,1,0,-29,0,0,0,0,-1,0,0,20,0,0,1,29,1,0,0,0,0,53,2,2,14,14,0.138386547176,-0.115361737997,1,0.0
15,0,93,-37,0,-2,0,-3,-8,-1,-343,-4,0,1,0,130,1,0,1,1,1,52,3,3,15,15,-0.317968608083,-0.237753105596,1,6.2
14,0,117,22,3,2,3,0,27,0,-316,16,1,0,0,95,1,1,1,0,1,53,2,2,14,14,0.223861275103,0.0257736212066,1,8.35714285714
13,1,102,7,0,0,0,0,0,0,-7,31,0,0,0,95,1,0,0,0,1,54,1,1,13,13,0.296833707572,-0.109981313612,1,7.84615384615
15,0,129,-8,0,-1,0,-3,-7,-3,69,-5,0,1,0,137,1,0,1,1,1,52,3,3,15,15,-0.4005569865,-0.306426326194,1,8.6
14,0,206,-17,0,-1,0,-2,10,-2,690,-1,0,1,0,223,1,0,1,1,1,53,2,2,14,14,-0.141102825412,-0.102632796382,1,14.7142857143
12,1,9,-2,0,0,0,0,0,0,155,31,0,0,0,11,1,0,0,0,1,55,0,0,12,12,0.309681014396,-0.0971340067874,1,0.75
15,1,96,-16,0,-2,0,-3,-27,-3,8,1,0,1,0,112,1,0,1,1,1,52,3,3,15,15,-0.440614704269,-0.429974990878,1,6.4
14,0,60,-77,1,-1,3,0,-23,-2,43,0,1,0,0,137,1,1,1,1,1,53,2,2,14,14,-0.374370903109,-0.349816031898,1,4.28571428571
15,0,179,-14,0,0,0,0,9,2,393,-4,0,0,0,193,1,0,0,1,1,52,3,3,15,15,0.00222709661449,0.0824425991019,1,11.9333333333
14,1,0,0,0,0,0,0,0,0,0,30,0,0,1,0,0,0,0,0,0,53,2,2,14,14,0.283473680294,-0.10942618307,1,0.0
8,0,160,39,9,9,3,3,67,0,-2,-6,1,1,0,121,1,1,1,0,1,59,2,8,8,8,0.180051570167,0.288097388292,1,20.0
6,0,162,20,5,0,2,-1,6,0,297,-3,1,1,0,142,1,1,0,0,1,61,0,6,6,6,-0.116559802333,-0.050259457665,1,27.0
15,1,0,0,0,0,0,0,0,0,3,31,0,0,1,0,0,0,0,0,1,52,3,3,15,15,0.297626751203,-0.109188269981,1,0.0
15,1,0,0,0,0,0,0,0,0,-3,31,0,0,1,0,0,0,0,0,1,52,3,3,15,15,0.297150925024,-0.109664096159,1,0.0
15,1,0,0,0,0,0,0,0,0,-1,31,0,0,1,0,0,0,0,0,1,52,3,3,15,15,0.29730953375,-0.109505487433,1,0.0
15,0,40,11,1,1,3,3,5,0,-352,0,1,1,0,29,1,1,1,0,1,52,3,3,15,15,-0.132218415464,-0.107663544253,1,2.66666666667
12,0,50,47,0,0,0,0,16,1,67,7,0,0,0,3,1,0,0,1,1,55,0,0,12,12,0.117348408173,0.0444971746496,1,4.16666666667
14,0,123,-1,0,0,0,0,3,0,118,3,0,0,0,124,1,0,0,0,1,53,2,2,14,14,-0.0650710011958,-0.0822616034425,1,8.78571428571
13,1,27,27,0,0,0,0,10,0,2,31,0,0,0,0,1,0,0,0,1,54,1,1,13,13,0.356902996107,-0.0499120250769,1,2.07692307692
15,0,15,1,0,0,0,0,0,0,160,31,0,0,0,14,1,0,0,0,1,52,3,3,15,15,0.310077536212,-0.0967374849718,1,1.0
15,0,182,29,0,0,0,0,49,0,154,-1,0,0,0,153,1,0,0,0,1,52,3,3,15,15,0.155158851228,0.193628880258,1,12.1333333333
15,0,84,-36,0,0,0,0,2,-1,566,-6,0,0,0,120,1,0,0,1,1,52,3,3,15,15,-0.214355708384,-0.106309890258,1,5.6
12,0,85,-1,0,0,0,0,79,0,294,2,0,0,0,86,1,0,0,0,1,55,0,0,12,12,0.386073583322,0.382798138895,1,7.08333333333
12,1,150,-36,0,-2,0,-3,8,2,-168,-2,0,1,0,186,1,0,1,1,1,55,0,0,12,12,-0.020367890381,0.0320172964681,1,12.5
12,1,161,53,0,0,0,0,5,2,1435,2,0,0,0,108,1,0,0,1,1,55,0,0,12,12,0.144610970188,0.14133552576,1,13.4166666667
13,1,0,0,0,0,0,0,0,0,-1,31,0,0,1,0,0,0,0,0,1,54,1,1,13,13,0.29730953375,-0.109505487433,1,0.0
14,0,168,0,0,-1,0,-3,136,6,33,0,0,1,0,168,1,0,1,1,1,53,2,2,14,14,0.997717979116,1.02227285033,0,12.0
12,0,56,-48,0,0,0,0,9,-3,0,2,0,0,0,104,1,0,0,1,0,55,0,0,12,12,-0.213654003994,-0.216929448422,1,4.66666666667
14,0,134,9,0,0,0,0,61,-1,37,0,0,0,0,125,1,0,0,1,1,53,2,2,14,14,0.177380971119,0.20193584233,1,9.57142857143
9,0,0,-8,0,0,0,0,0,0,-1,31,0,0,1,8,1,0,0,0,1,58,3,9,9,9,0.29730953375,-0.109505487433,1,0.0
14,0,201,-3,1,-1,3,0,76,-3,7764,0,1,0,0,204,1,1,1,1,1,53,2,2,14,14,0.771916935676,0.796471806886,0,14.3571428571
13,1,130,-14,0,0,0,0,-6,-2,-66,3,0,0,0,144,1,0,0,1,1,54,1,1,13,13,-0.240365171477,-0.257555773724,1,10.0
14,1,37,-15,0,0,0,0,6,0,-16,-88,0,0,0,52,1,0,0,0,1,53,2,2,14,14,-1.32417048262,-0.0750817233197,1,2.64285714286
13,0,109,-6,0,-1,0,-3,20,-1,0,4,0,1,0,115,1,0,1,1,0,54,1,1,13,13,-0.0132504110342,-0.0443561711001,1,8.38461538462
13,1,12,-73,0,0,0,0,-4,-1,0,18,0,0,0,85,1,0,0,1,0,54,1,1,13,13,0.0391084801935,-0.186809489341,1,0.923076923077
4,0,105,43,0,0,0,0,24,3,0,0,0,0,0,62,1,0,0,1,0,63,4,4,4,4,0.169395523652,0.193950394862,1,26.25
13,0,104,-17,0,-2,0,-3,24,-1,-550,1,0,1,0,121,1,0,1,1,1,54,1,1,13,13,-0.0748710644977,-0.0642313511062,1,8.0
33,1,190,19,0,-1,0,-2,5,-1,-1436,0,0,1,0,171,1,0,1,1,1,34,3,9,15,9,-0.271825431643,-0.247270560433,1,5.75757575758
33,0,88,8,2,2,3,3,21,-1,-62,0,1,1,0,80,1,1,1,1,1,34,3,9,15,9,-0.0678923578972,-0.0433374866865,1,2.66666666667
19,1,159,16,0,0,0,0,18,-1,1961,0,0,0,0,143,1,0,0,1,1,48,1,7,1,19,0.0747337039029,0.0992885751137,1,8.36842105263
33,0,155,5,1,1,3,3,60,0,1494,0,1,1,0,150,1,1,1,0,1,34,3,9,15,9,0.340632959814,0.365187831024,1,4.69696969697
41,0,32,-12,1,1,3,3,8,0,0,-4,1,1,0,44,1,1,1,0,0,26,5,5,5,17,-0.142157246144,-0.0619417436565,1,0.780487804878
31,0,215,40,0,0,0,0,3,2,-493,0,0,0,0,175,1,0,0,1,1,36,1,7,13,7,-0.0479892673883,-0.0234343961775,1,6.93548387097
33,0,18,0,0,0,0,0,0,0,0,30,0,0,0,18,1,0,0,0,0,34,3,9,15,9,0.283473680294,-0.10942618307,1,0.545454545455
30,0,71,10,0,0,0,0,4,0,1,30,0,0,0,61,1,0,0,0,1,37,0,6,12,6,0.307295204364,-0.0856046590002,1,2.36666666667
16,1,130,57,0,0,0,0,10,2,178,-11,0,0,0,73,1,0,0,1,1,51,4,4,16,16,-0.106293891263,0.0713277159591,1,8.125
29,1,0,0,0,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,38,5,5,11,5,0.297388838113,-0.10942618307,1,0.0
28,0,5,0,0,0,0,0,0,0,0,31,0,0,0,5,1,0,0,0,0,39,4,4,10,4,0.297388838113,-0.10942618307,1,0.178571428571
33,0,89,-2,0,0,0,0,-3,0,0,3,0,0,0,91,1,0,0,0,0,34,3,9,15,9,-0.110042245603,-0.12723284785,1,2.69696969697
32,0,69,-1,0,0,0,0,-3,0,-17,1,0,0,0,70,1,0,0,0,1,35,2,8,14,8,-0.139220735415,-0.128581022023,1,2.15625
32,0,69,-57,0,0,0,0,9,-2,1458,-2,0,0,0,126,1,0,0,1,1,35,2,8,14,8,-0.100047787286,-0.047662600437,1,2.15625
14,1,51,10,0,0,0,0,0,0,-246,31,0,0,0,41,1,0,0,0,1,53,2,2,14,14,0.277879964787,-0.128935056396,1,3.64285714286
31,0,80,8,1,1,3,3,0,0,265,-21,1,1,0,72,1,1,1,0,1,36,1,7,13,7,-0.405183712258,-0.0884105268448,1,2.58064516129
31,0,298,-12,11,7,3,0,106,-49,858,0,1,0,0,310,1,1,1,1,1,36,1,7,13,7,-2.06518233013,-2.04062745892,0,9.61290322581
31,0,172,-6,0,0,0,0,25,3,1846,-1,0,0,0,178,1,0,0,1,1,36,1,7,13,7,0.307811775068,0.346281804098,1,5.54838709677
30,0,3,-73,0,-1,0,-3,-14,-2,-10,-5,0,1,0,76,1,0,1,1,1,37,0,6,12,6,-0.394729829109,-0.300599168803,1,0.1
32,0,0,-17,0,0,0,0,0,0,20,31,0,0,1,17,1,0,0,0,1,35,2,8,14,8,0.298974925376,-0.107840095808,1,0.0
23,0,143,66,0,-2,0,-3,22,1,-44,3,0,1,0,77,1,0,1,1,1,44,5,11,5,23,0.0884983221509,0.0713077199041,1,6.21739130435
22,0,90,-26,0,0,0,0,0,0,-838,31,0,0,0,116,1,0,0,0,1,45,4,10,4,22,0.230931781824,-0.17588323936,1,4.09090909091
22,0,111,13,0,0,0,0,41,0,-9,1,0,0,0,98,1,0,0,0,1,45,4,10,4,22,0.122578116265,0.133217829656,1,5.04545454545
22,0,154,27,0,0,0,0,18,4,-296,-1,0,0,0,127,1,0,0,1,1,45,4,10,4,22,0.150034031354,0.188504060384,1,7.0
23,0,0,-64,0,0,0,0,-2,0,0,-115,0,0,1,64,1,0,0,0,0,44,5,11,5,23,-1.74609531334,-0.121297292923,1,0.0
23,0,123,7,2,-1,3,0,11,7,-35,-10,1,0,0,116,1,1,1,1,1,44,5,11,5,23,0.16487042496,0.328576874362,1,5.34782608696
22,0,94,-23,0,0,0,0,-10,0,23,0,0,0,0,117,1,0,0,0,1,45,4,10,4,22,-0.191512603196,-0.166957731985,1,4.27272727273
18,1,143,20,3,3,3,3,65,1,-521,2,1,1,0,123,1,1,1,1,1,49,0,6,0,18,0.291983844974,0.288708400547,1,7.94444444444
22,1,82,11,2,2,3,3,65,1,16,4,1,1,0,71,1,1,1,1,1,45,4,10,4,22,0.362400603605,0.331294843539,1,3.72727272727
22,0,47,-11,0,0,0,0,-3,0,19,1,0,0,0,58,1,0,0,0,1,45,4,10,4,22,-0.136365778343,-0.125726064951,1,2.13636363636
22,0,195,-7,0,0,0,0,0,-1,-51,-1,0,0,0,202,1,0,0,1,1,45,4,10,4,22,-0.205581821183,-0.167111792153,1,8.86363636364
19,0,97,-13,3,0,3,0,10,-2,-34,4,1,0,0,110,1,1,0,1,1,48,1,7,1,19,-0.128943395211,-0.160049155277,1,5.10526315789
12,1,0,0,0,0,0,0,0,0,2,31,0,0,1,0,0,0,0,0,1,55,0,0,12,12,0.29754744684,-0.109267574344,1,0.0
22,0,194,89,1,0,3,0,103,4,108,0,1,0,0,105,1,1,0,1,1,45,4,10,4,22,0.700510320641,0.725065191852,0,8.81818181818
22,0,200,23,0,-2,0,-3,-8,-1,871,0,0,1,0,177,1,0,1,1,1,45,4,10,4,22,-0.166032479986,-0.141477608775,1,9.09090909091
22,1,139,-31,0,0,0,0,-1,-1,-264,0,0,0,0,170,1,0,0,1,1,45,4,10,4,22,-0.214494047634,-0.189939176423,1,6.31818181818
19,0,130,-5,0,0,0,0,25,0,-40,0,0,0,0,135,1,0,0,0,1,48,1,7,1,19,0.011235644362,0.0357905155728,1,6.84210526316
17,0,214,6,0,-1,0,-3,17,10,263,-2,0,1,0,208,1,0,1,1,1,50,5,5,17,17,0.496360976973,0.548746163822,0,12.5882352941
22,0,209,27,1,0,3,0,8,1,-104,8,1,0,0,182,1,1,0,1,1,45,4,10,4,22,0.0702180804861,-0.0165483108565,1,9.5
22,0,142,0,0,0,0,0,35,6,12,-1,0,0,0,142,1,0,0,1,1,45,4,10,4,22,0.382646382075,0.421116411105,1,6.45454545455
15,0,151,56,0,0,0,0,25,0,-13,-18,0,0,0,95,1,0,0,0,1,52,3,3,15,15,-0.237095978579,0.0379317333768,1,10.0666666667
22,0,130,2,0,0,0,0,12,4,-167,0,0,0,0,128,1,0,0,1,1,45,4,10,4,22,0.138566122455,0.163120993666,1,5.90909090909
22,1,57,0,0,-1,0,-3,17,0,0,11,0,1,0,57,1,0,1,0,0,45,4,10,4,22,0.119990115484,-0.00852174931625,1,2.59090909091
21,0,205,62,0,0,0,0,113,2,19,0,0,0,0,143,1,0,0,1,1,46,3,9,3,21,0.645525608463,0.670080479674,0,9.7619047619
20,1,107,-26,0,0,0,0,-20,0,-116,7,0,0,0,133,1,0,0,0,1,47,2,8,2,20,-0.164485354202,-0.237336587725,1,5.35
20,0,246,10,0,0,0,0,49,1,82,-1,0,0,0,236,1,0,0,1,1,47,2,8,2,20,0.203090023647,0.241560052677,1,12.3
21,0,73,0,1,-4,3,0,-10,0,14,-1,1,0,0,73,1,1,1,0,1,46,3,9,3,21,-0.206141500283,-0.167671471253,1,3.47619047619
14,0,5,-20,0,-1,0,-4,-22,0,4,-33,0,1,0,25,1,0,1,0,1,53,2,2,14,14,-0.723446253248,-0.239691174005,1,0.357142857143
20,0,137,11,0,0,0,0,4,1,10,-17,0,0,0,126,1,0,0,1,1,47,2,8,2,20,-0.292362387305,-0.0312498331682,1,6.85
20,1,136,-12,1,0,3,1,-15,0,-276,-1,1,1,0,148,1,1,0,0,1,47,2,8,2,20,-0.25881754022,-0.22034751119,1,6.8
21,0,114,33,0,0,0,0,4,0,-93,31,0,0,0,81,1,0,0,0,1,46,3,9,3,21,0.313755752051,-0.0930592691329,1,5.42857142857
22,0,133,11,1,0,2,-1,38,0,-1760,4,1,1,0,122,1,1,0,0,1,45,4,10,4,22,0.00765498512913,-0.0234507749368,1,6.04545454545
21,0,215,-4,0,0,0,0,38,-1,-9962,3,0,0,0,219,1,0,0,1,1,46,3,9,3,21,-0.710355645517,-0.727546247764,0,10.2380952381
21,0,109,0,0,0,0,0,2,0,16,-14,0,0,0,109,1,0,0,0,1,46,3,9,3,21,-0.315653284086,-0.0962862034069,1,5.19047619048
21,1,0,0,0,0,0,0,0,0,0,30,0,0,1,0,0,0,0,0,0,46,3,9,3,21,0.283473680294,-0.10942618307,1,0.0
21,0,150,-20,1,-1,3,0,15,0,-53,2,1,0,0,170,1,1,1,0,1,46,3,9,3,21,-0.0213205459871,-0.0245959904147,1,7.14285714286
21,0,176,-18,5,1,3,0,100,5,586,-1,1,0,0,194,1,1,1,1,1,46,3,9,3,21,0.760337070174,0.798807099204,0,8.38095238095
20,1,170,46,0,0,0,0,17,1,-2005,3,0,0,0,124,1,0,0,1,1,47,2,8,2,20,-0.0966953085497,-0.113885910796,1,8.5
21,0,152,-3,0,0,0,0,5,-2,-15,1,0,0,0,155,1,0,0,1,1,46,3,9,3,21,-0.198859860403,-0.188220147011,1,7.2380952381
19,0,127,-1,1,1,3,3,27,5,-9,0,1,1,0,128,1,1,1,1,1,48,1,7,1,19,0.293770622292,0.318325493502,1,6.68421052632
40,0,79,4,0,0,0,0,-11,0,24,-3,0,0,0,75,1,0,0,0,1,27,4,4,4,16,-0.239114327217,-0.172813982549,1,1.975
41,1,0,-34,0,0,0,0,-9,0,0,26,0,0,1,34,1,0,0,0,0,26,5,5,5,17,0.174393054677,-0.16284617741,1,0.0
33,0,108,-37,0,0,0,0,-12,-1,67,-1,0,0,0,145,1,0,0,1,1,34,3,9,15,9,-0.267450565456,-0.228980536426,1,3.27272727273
39,0,45,0,0,0,0,0,9,0,0,8,0,0,0,45,1,0,0,0,0,28,3,3,3,15,0.0307602026128,-0.0560061887298,1,1.15384615385
39,0,64,-2,0,0,0,0,1,0,-1,6,0,0,0,66,1,0,0,0,1,28,3,3,3,15,-0.0446338568022,-0.103569932507,1,1.64102564103
39,0,111,-11,0,0,0,0,-4,0,-68,3,0,0,0,122,1,0,0,0,1,28,3,3,3,15,-0.121370497222,-0.138561099469,1,2.84615384615
38,0,154,1,2,2,3,3,36,1,-366,0,1,1,0,153,1,1,1,1,1,29,2,2,2,14,0.104314612744,0.128869483955,1,4.05263157895
37,1,11,11,0,0,0,0,2,0,-123,31,0,0,0,0,1,0,0,0,1,30,1,1,1,13,0.299505511304,-0.10730950988,1,0.297297297297
38,0,50,1,0,0,0,0,0,0,175,31,0,0,0,49,1,0,0,0,1,29,2,2,2,14,0.311267101658,-0.0955479195251,1,1.31578947368
35,0,139,-41,0,0,0,0,31,-3,-194,6,0,0,0,180,1,0,0,1,1,32,5,11,17,11,-0.0427962107742,-0.101732286478,1,3.97142857143
38,0,72,-12,0,0,0,0,-2,0,71,10,0,0,0,84,1,0,0,0,1,29,2,2,2,14,-0.00106997616142,-0.115666683142,1,1.89473684211
38,0,226,8,0,-2,0,-3,95,6,1236,-3,0,1,0,218,1,0,1,1,1,29,2,2,2,14,0.808017902491,0.874318247159,0,5.94736842105
38,0,32,-1,0,0,0,0,0,0,11,31,0,0,0,33,1,0,0,0,1,29,2,2,2,14,0.298261186108,-0.108553835076,1,0.842105263158
38,0,183,0,0,0,0,0,-10,0,3852,2,0,0,0,183,1,0,0,0,1,29,2,2,2,14,0.139974118807,0.136698674379,1,4.81578947368
33,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,3,9,15,9,-0.133981054281,-0.10942618307,1,0.0
30,0,160,10,0,0,0,0,14,0,-24,13,0,0,0,150,1,0,0,0,1,37,0,6,12,6,0.128110461627,-0.0282317188111,1,5.33333333333
37,1,95,-2,0,0,0,0,-3,0,6,-1,0,0,0,97,1,0,0,0,1,30,1,1,1,13,-0.165227050701,-0.126757021671,1,2.56756756757
34,1,25,0,0,0,0,0,9,0,0,1,0,0,0,25,1,0,0,0,0,33,4,10,16,10,-0.0666459021214,-0.0560061887298,1,0.735294117647
37,0,146,-15,5,5,3,3,82,-1,-29,-9,1,1,0,161,1,1,1,1,1,30,1,1,1,13,0.171557116241,0.321348407825,1,3.94594594595
37,0,173,2,0,0,0,0,46,2,-369,3,0,0,0,171,1,0,0,1,1,30,1,1,1,13,0.258818808943,0.241628206697,1,4.67567567568
37,0,138,-1,0,0,0,0,-4,2,-16,-3,0,0,0,139,1,0,0,1,1,30,1,1,1,13,-0.0934554441271,-0.0271550994589,1,3.72972972973
36,0,155,0,0,-2,0,-3,-29,0,-930,0,0,1,0,155,1,0,1,0,1,31,0,0,0,12,-0.379865204851,-0.355310333641,1,4.30555555556
36,1,5,0,0,0,0,0,0,0,0,31,0,0,0,5,1,0,0,0,0,31,0,0,0,12,0.297388838113,-0.10942618307,1,0.138888888889
37,1,94,-4,1,0,3,1,22,-1,912,-7,1,1,0,98,1,1,0,1,1,30,1,1,1,13,-0.0821204580314,0.0398405179136,1,2.54054054054
36,0,134,-12,2,-1,3,0,11,-2,12003,0,1,0,0,146,1,1,1,1,1,31,0,0,0,12,0.775918147246,0.800473018457,0,3.72222222222
36,0,162,7,0,0,0,0,29,1,-10,0,0,0,0,155,1,0,0,1,1,31,0,0,0,12,0.0909980815261,0.115552952737,1,4.5
