ID,Longevity - Months,Churn,Happiness Index - Current Month,Happiness Index - Change,Support Cases - Current Month,Support Cases - Change,Support Priority - Current Month,Support Priority - Change,Logins - Change,Blogs - Change,Views - Change,Days Since Last Login - Change,Happiness Index - Monthly,Longevity - Modulo 6,Longevity - Modulo 12,Longevity - Modulo 18,Longevity - Modulo 24,Customer Activity - Change
1525,18.0,0,129.0,43.0,0,0,0,0,-0.525595384261,0.501335138678,-0.250702221951,5.0,7.16666666667,0.0,6.0,0.0,18.0,-0.0916541558448
1526,18.0,0,57.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.051304241509,31.0,3.16666666667,0.0,6.0,0.0,18.0,-0.164026411372
1527,18.0,0,52.0,-31.0,1,1,1,0,1.76240943645,-0.0224298343162,-0.133664276909,-3.0,2.88888888889,0.0,6.0,0.0,18.0,0.535438441742
1528,18.0,0,19.0,19.0,0,0,0,0,-0.275344856996,-0.0224298343162,-0.0671982834283,31.0,1.05555555556,0.0,6.0,0.0,18.0,-0.121657658247
1529,18.0,0,164.0,-4.0,0,0,0,0,0.36815649883,-1.06995978031,-0.0209610705721,-4.0,9.11111111111,0.0,6.0,0.0,18.0,-0.240921450683
1530,18.0,0,128.0,-12.0,0,0,0,0,-0.454095233614,-0.546194807311,-0.051304241509,1.0,7.11111111111,0.0,6.0,0.0,18.0,-0.350531427478
1531,17.0,1,0.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0614186318212,30.0,0.0,5.0,5.0,17.0,17.0,-0.167397874809
1532,18.0,0,96.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.114880409186,18.0,5.33333333333,0.0,6.0,0.0,18.0,-0.185218467264
1533,18.0,0,186.0,80.0,1,1,1,0,0.143928556723,0.501335138678,0.0715133551404,0.0,10.3333333333,0.0,6.0,0.0,18.0,0.238925683514
1534,7.0,0,3.0,0.0,0,1,0,1,-0.275344856996,-0.0224298343162,-0.0671982834283,5.0,0.428571428571,1.0,7.0,7.0,7.0,-0.121657658247
1535,18.0,0,183.0,-4.0,0,1,0,1,0.0821558962406,-0.0224298343162,-2.37327927463,6.0,10.1666666667,0.0,6.0,0.0,18.0,-0.771184404236
1536,18.0,0,130.0,-8.0,0,0,0,0,-0.168094631025,0.501335138678,2.02070085961,0.0,7.22222222222,0.0,6.0,0.0,18.0,0.784647122421
1537,18.0,0,5.0,-1.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0671982834283,31.0,0.277777777778,0.0,6.0,0.0,18.0,-0.169324425345
1538,18.0,0,140.0,-32.0,0,0,0,0,0.189406122211,-0.546194807311,-2.17388129419,0.0,7.77777777778,0.0,6.0,0.0,18.0,-0.843556659763
1539,18.0,0,122.0,19.0,0,0,0,0,-0.454095233614,-0.0224298343162,-0.140888841418,-3.0,6.77777777778,0.0,6.0,0.0,18.0,-0.205804636449
1540,15.0,0,159.0,11.0,0,0,0,0,-0.0250943297304,0.501335138678,-0.140888841418,4.0,10.6,3.0,3.0,15.0,15.0,0.111783989177
1541,18.0,0,192.0,-1.0,1,0,1,0,-1.27634696606,-0.546194807311,-0.880684247117,0.0,10.6666666667,0.0,6.0,0.0,18.0,-0.901075340162
1542,18.0,0,151.0,-9.0,1,1,1,0,-0.740095836203,-0.546194807311,-0.918251982563,-1.0,8.38888888889,0.0,6.0,0.0,18.0,-0.734847542026
1543,18.0,0,89.0,-17.0,1,1,1,1,-0.41834515829,-1.06995978031,-0.0484144157054,9.0,4.94444444444,0.0,6.0,0.0,18.0,-0.512239784767
1544,18.0,0,157.0,26.0,0,0,0,0,-0.060844405054,-0.0224298343162,-3.48297238318,0.0,8.72222222222,0.0,6.0,0.0,18.0,-1.18874887418
1545,11.0,0,207.0,5.0,1,1,1,1,0.153656046888,-1.06995978031,0.0931870486667,0.0,18.8181818182,5.0,11.0,11.0,11.0,-0.27437222825
1546,18.0,0,72.0,-14.0,0,0,0,0,-0.954596288145,-1.5937247533,2.82985208459,-7.0,4.0,0.0,6.0,0.0,18.0,0.0938436810495
1547,18.0,0,106.0,0.0,0,1,0,1,-0.489845308938,-0.0224298343162,-1.20578965001,2.0,5.88888888889,0.0,6.0,0.0,18.0,-0.572688264422
1548,1.0,0,0.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0671982834283,0.0,0.0,1.0,1.0,1.0,1.0,-0.169324425345
1549,16.0,0,93.0,-4.0,0,0,0,0,-0.847346062174,-1.5937247533,-0.156782883337,0.0,5.8125,4.0,4.0,16.0,16.0,-0.865951232937
1550,15.0,1,129.0,45.0,0,0,0,0,1.79815951178,0.501335138678,0.656703080352,0.0,8.6,3.0,3.0,15.0,15.0,0.985399243602
1551,18.0,0,158.0,3.0,1,1,1,1,-0.168094631025,-2.64125469929,-0.0065119415545,2.0,8.77777777778,0.0,6.0,0.0,18.0,-0.938620423956
1552,18.0,0,75.0,1.0,0,0,0,0,-0.239594781672,-0.0224298343162,-0.0845372382494,-2.0,4.16666666667,0.0,6.0,0.0,18.0,-0.115520618079
1553,18.0,0,147.0,-3.0,0,0,0,0,-0.346845007643,-1.06995978031,-0.0859821511511,-2.0,8.16666666667,0.0,6.0,0.0,18.0,-0.5009289797
1554,19.0,0,201.0,-7.0,1,1,1,0,0.36815649883,-1.5937247533,0.275246074288,0.0,10.5789473684,1.0,7.0,1.0,19.0,-0.316774060061
1555,18.0,0,93.0,12.0,0,0,0,0,-0.239594781672,-1.06995978031,0.236233425941,0.0,5.16666666667,0.0,6.0,0.0,18.0,-0.357773712012
1556,17.0,0,97.0,71.0,0,0,0,0,-0.132344555701,0.501335138678,-1.31560303055,31.0,5.70588235294,5.0,5.0,17.0,17.0,-0.315537482523
1557,18.0,0,15.0,-5.0,0,0,0,0,-0.275344856996,-0.0224298343162,-0.0960965414634,31.0,0.833333333333,0.0,6.0,0.0,18.0,-0.131290410925
1558,17.0,0,32.0,-36.0,0,0,0,0,-0.454095233614,-0.0224298343162,-0.0484144157054,8.0,1.88235294118,5.0,5.0,17.0,17.0,-0.174979827879
1559,17.0,0,96.0,1.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0773126737406,31.0,5.64705882353,5.0,5.0,17.0,17.0,-0.172695888782
1560,18.0,0,38.0,-11.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0888719769546,31.0,2.11111111111,0.0,6.0,0.0,18.0,-0.176548989854
1561,18.0,0,135.0,-1.0,0,1,0,1,-0.597095534909,-0.546194807311,-0.0238508963756,0.0,7.5,0.0,6.0,0.0,18.0,-0.389047079532
1562,18.0,1,0.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.814218253636,31.0,0.0,0.0,6.0,0.0,18.0,-0.418331082081
1563,18.0,0,106.0,-1.0,0,0,0,0,-0.311094932319,-0.0224298343162,-0.214579399407,-23.0,5.88888888889,0.0,6.0,0.0,18.0,-0.182701388681
1564,18.0,0,173.0,-10.0,0,1,0,1,-0.41834515829,-2.64125469929,-0.341731734762,-1.0,9.61111111111,0.0,6.0,0.0,18.0,-1.13377719745
1565,14.0,0,206.0,2.0,1,1,1,1,3.01366207278,-0.0224298343162,-1.41963675947,-1.0,14.7142857143,2.0,2.0,14.0,14.0,0.523865159664
1566,18.0,0,209.0,63.0,1,1,1,1,2.79916162084,3.12016000365,-0.243477657443,-1.0,11.6111111111,0.0,6.0,0.0,18.0,1.89194798902
1567,18.0,0,138.0,1.0,0,1,0,1,-2.27734907512,-0.0224298343162,-0.426981595966,-2.0,7.66666666667,0.0,6.0,0.0,18.0,-0.908920168467
1568,18.0,0,147.0,-11.0,1,1,1,1,-0.41834515829,-0.546194807311,-0.619155011899,-1.0,8.16666666667,0.0,6.0,0.0,18.0,-0.527898325834
1569,18.0,0,185.0,-2.0,0,0,0,0,0.582656950772,-1.06995978031,-0.0932067156599,1.0,10.2777777778,0.0,6.0,0.0,18.0,-0.193503181731
1570,18.0,0,78.0,-36.0,0,0,0,0,1.04740792998,-0.546194807311,-0.0989863672669,1.0,4.33333333333,0.0,6.0,0.0,18.0,0.134075585134
1571,18.0,0,72.0,-9.0,0,0,0,0,-0.561345459585,-0.0224298343162,-0.0975414543652,-41.0,4.0,0.0,6.0,0.0,18.0,-0.227105582755
1572,17.0,0,129.0,-37.0,0,0,0,0,1.0831580053,-1.06995978031,-0.256481873558,-1.0,7.58823529412,5.0,5.0,17.0,17.0,-0.0810945495204
1573,18.0,0,3.0,5.0586103671,0,0,0,0,-0.775845911527,-0.546194807311,-0.0541940673125,-1.0,0.166666666667,0.0,6.0,0.0,18.0,-0.458744928717
1574,17.0,0,182.0,14.0,0,1,0,1,-0.41834515829,-1.5937247533,-0.000732289947472,0.0,10.7058823529,5.0,5.0,17.0,17.0,-0.670934067179
1575,18.0,0,150.0,-3.0,1,1,1,1,-0.525595384261,-0.0224298343162,-0.286825044495,-1.0,8.33333333333,0.0,6.0,0.0,18.0,-0.278283421024
1576,18.0,0,119.0,-17.0,1,1,1,0,-0.060844405054,-3.16501967228,-0.110545670481,2.0,6.61111111111,0.0,6.0,0.0,18.0,-1.11213658261
1577,18.0,0,114.0,-37.0,0,0,0,0,-0.0965944803776,-1.06995978031,-0.279600479986,0.0,6.33333333333,0.0,6.0,0.0,18.0,-0.482051580223
1578,18.0,0,146.0,-1.0,0,0,0,0,-0.382595082967,-0.0224298343162,0.0411701842035,-2.0,8.11111111111,0.0,6.0,0.0,18.0,-0.121284911027
1579,8.0,0,67.0,0.0,1,1,1,1,-0.0250943297304,-0.0224298343162,-0.0845372382494,-3.0,8.375,2.0,8.0,8.0,8.0,-0.044020467432
1580,18.0,0,115.0,-45.0,0,0,0,0,0.225156197535,-0.546194807311,-0.28249030579,0.0,6.38888888889,0.0,6.0,0.0,18.0,-0.201176305189
1581,17.0,0,48.0,-58.0,1,1,1,1,1.65515921048,-1.06995978031,-0.156782883337,13.0,2.82352941176,5.0,5.0,17.0,17.0,0.142805515613
1582,18.0,0,112.0,-16.0,0,0,0,0,3.26391260004,-0.546194807311,-0.000732289947472,-1.0,6.22222222222,0.0,6.0,0.0,18.0,0.905661834262
1583,17.0,0,46.0,-21.0,0,0,0,0,-0.668595685556,-0.0224298343162,-0.0455245899019,26.0,2.70588235294,5.0,5.0,17.0,17.0,-0.245516703258
1584,17.0,1,104.0,2.0,0,0,0,0,-0.311094932319,-0.0224298343162,-0.0960965414634,4.0,6.11764705882,5.0,5.0,17.0,17.0,-0.1432071027
1585,15.0,0,183.0,-3.0,1,1,1,0,0.153656046888,-1.5937247533,-5.81217198081,0.0,12.2,3.0,3.0,15.0,15.0,-2.41741356241
1586,18.0,0,152.0,-4.0,0,0,0,0,-1.56234756865,-1.5937247533,-0.372074905699,7.0,8.44444444444,0.0,6.0,0.0,18.0,-1.17604907588
1587,13.0,0,99.0,4.0,0,0,0,0,-0.70434576088,-0.0224298343162,-0.348956299271,9.0,7.61538461538,1.0,1.0,13.0,13.0,-0.358577298156
1588,13.0,0,143.0,16.0,0,1,0,1,0.689907176742,-0.0224298343162,0.0122719261683,0.0,11.0,1.0,1.0,13.0,13.0,0.226583089532
1589,18.0,0,73.0,49.0,0,0,0,0,-0.132344555701,-0.0224298343162,-0.0252958092773,31.0,4.05555555556,0.0,6.0,0.0,18.0,-0.0600233997649
1590,18.0,0,149.0,0.0,1,1,1,1,1.51215890919,-0.0224298343162,0.33448750326,0.0,8.27777777778,0.0,6.0,0.0,18.0,0.60807219271
1591,16.0,0,182.0,-15.0,0,1,0,1,0.940157704008,-2.64125469929,0.299809593618,0.0,11.375,4.0,4.0,16.0,16.0,-0.467095800554
1592,18.0,0,0.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0671982834283,31.0,0.0,0.0,6.0,0.0,18.0,-0.169324425345
1593,18.0,0,45.0,45.0,0,0,0,0,-0.275344856996,0.501335138678,-0.0599737189195,31.0,2.5,0.0,6.0,0.0,18.0,0.0553388542544
1594,18.0,0,180.0,-5.0,0,1,0,1,0.618407026095,-0.546194807311,-2.2620209812,-2.0,10.0,0.0,6.0,0.0,18.0,-0.729936254137
1595,10.0,0,64.0,-6.0,0,0,0,0,-0.060844405054,-0.0224298343162,-0.00217720284923,-24.0,6.4,4.0,10.0,10.0,10.0,-0.0284838140732
1596,18.0,0,88.0,-49.0,0,0,0,0,-0.525595384261,-1.5937247533,-0.015181418965,-6.0,4.88888888889,0.0,6.0,0.0,18.0,-0.711500518842
1597,18.0,0,173.0,8.0,1,0,1,0,-0.0250943297304,-0.0224298343162,0.308479071028,0.0,9.61111111111,0.0,6.0,0.0,18.0,0.0869849689939
1598,17.0,0,178.0,-6.0,1,0,1,0,-1.13334666476,-2.64125469929,7.86970828592,0.0,10.4705882353,5.0,5.0,17.0,17.0,1.36503564062
1599,7.0,0,60.0,49.0,0,0,0,0,-0.525595384261,1.54886508467,-0.0671982834283,-3.0,8.57142857143,1.0,7.0,7.0,7.0,0.318690472326
1600,17.0,0,203.0,11.0,1,1,1,1,0.725657252066,0.501335138678,0.123530219604,0.0,11.9411764706,5.0,5.0,17.0,17.0,0.450174203449
1601,18.0,0,110.0,5.0,1,1,1,0,0.0106557455933,-0.0224298343162,-0.06864319633,5.0,6.11111111111,0.0,6.0,0.0,18.0,-0.0268057616843
1602,16.0,0,169.0,1.0,0,0,0,0,-1.09759658944,-1.06995978031,0.044060010007,0.0,10.5625,4.0,4.0,16.0,16.0,-0.707832119913
1603,16.0,0,127.0,-37.0,1,1,1,0,0.0106557455933,-0.546194807311,-0.0310754608844,2.0,7.9375,4.0,4.0,16.0,16.0,-0.188871507534
1604,5.0,0,50.0,2.0,1,0,1,0,-0.740095836203,-0.546194807311,-0.0585288060177,20.0,10.0,5.0,5.0,5.0,5.0,-0.448273149844
1605,15.0,0,21.0,1.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0932067156599,31.0,1.4,3.0,3.0,15.0,15.0,-0.177993902756
1606,17.0,0,142.0,0.0,1,1,1,0,-0.41834515829,-0.546194807311,-0.109100757579,-2.0,8.35294117647,5.0,5.0,17.0,17.0,-0.35788024106
1607,11.0,0,185.0,63.0,1,1,1,1,3.29966267537,-0.546194807311,-0.0556389802142,2.0,16.8181818182,5.0,11.0,11.0,11.0,0.899276295948
1608,18.0,0,153.0,-1.0,0,0,0,0,0.260906272859,-0.0224298343162,0.0715133551404,-4.0,8.5,0.0,6.0,0.0,18.0,0.103329931228
1609,18.0,0,161.0,1.0,0,0,0,0,-0.346845007643,-0.0224298343162,0.184216561477,-3.0,8.94444444444,0.0,6.0,0.0,18.0,-0.061686093494
1610,18.0,0,105.0,0.0,0,1,0,1,-0.525595384261,-0.0224298343162,-0.0296305479826,-1.0,5.83333333333,0.0,6.0,0.0,18.0,-0.192551922187
1611,14.0,0,152.0,-19.0,1,0,1,0,0.36815649883,0.059926781888,-0.103321105972,0.0,10.8571428571,2.0,2.0,14.0,14.0,0.108254058248
1612,17.0,0,43.0,-2.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.119215147892,31.0,2.52941176471,5.0,5.0,17.0,17.0,-0.186663380166
1613,18.0,0,235.0,15.0,1,1,1,1,0.143928556723,-0.546194807311,-0.44721037659,0.0,13.0555555556,0.0,6.0,0.0,18.0,-0.283158875726
1614,18.0,0,231.0,11.0,1,1,1,1,0.654157101419,-0.546194807311,-0.382189296011,6.0,12.8333333333,0.0,6.0,0.0,18.0,-0.0914090006344
1615,18.0,0,2.0,-42.0,0,0,0,0,-0.454095233614,-0.0224298343162,-0.06864319633,27.0,0.111111111111,0.0,6.0,0.0,18.0,-0.181722754753
1616,18.0,0,0.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0671982834283,31.0,0.0,0.0,6.0,0.0,18.0,-0.169324425345
1617,17.0,0,172.0,3.0,1,1,1,0,3.01366207278,0.501335138678,0.136534435719,0.0,10.1176470588,5.0,5.0,17.0,17.0,1.21717721573
1618,18.0,0,175.0,29.0,1,1,1,0,-0.382595082967,-0.546194807311,0.220339384021,-2.0,9.72222222222,0.0,6.0,0.0,18.0,-0.236150168752
1619,16.0,0,181.0,3.0,0,0,0,0,-0.060844405054,-0.0224298343162,0.0180515777754,0.0,11.3125,4.0,4.0,16.0,16.0,-0.0217408871983
1620,12.0,0,100.0,-30.0,0,0,0,0,-1.02609643879,-0.0224298343162,0.000712622954284,-1.0,8.33333333333,0.0,0.0,12.0,12.0,-0.349271216718
1621,17.0,0,179.0,-5.0,1,1,1,0,1.29765845724,3.12016000365,6.79469308701,-1.0,10.5294117647,5.0,5.0,17.0,17.0,3.7375038493
1622,17.0,0,23.0,-10.0,0,0,0,0,-0.454095233614,-0.0224298343162,-0.0671982834283,-8.0,1.35294117647,5.0,5.0,17.0,17.0,-0.18124111712
1623,18.0,0,55.0,0.0,0,0,0,0,-0.740095836203,-0.0224298343162,-0.06864319633,1.0,3.05555555556,0.0,6.0,0.0,18.0,-0.27705628895
1624,15.0,0,82.0,-30.0,1,0,1,0,-0.489845308938,0.501335138678,-0.0354101995896,1.0,5.46666666667,3.0,3.0,15.0,15.0,-0.00797345661631
1625,14.0,0,183.0,-6.0,1,1,1,0,1.58365905983,-5.78384453726,0.681266599682,0.0,13.0714285714,2.0,2.0,14.0,14.0,-1.17297295925
1626,18.0,0,190.0,40.0,1,1,1,0,-0.203844706349,-0.0224298343162,-0.279600479986,0.0,10.5555555556,0.0,6.0,0.0,18.0,-0.168625006884
1627,22.0,0,207.0,-1.0,1,1,1,1,-2.27734907512,0.501335138678,1.24189280556,0.0,9.40909090909,4.0,10.0,4.0,22.0,-0.178040376959
1628,16.0,0,74.0,-3.0,0,0,0,0,-0.132344555701,-0.0224298343162,-1.25636160157,-33.0,4.625,4.0,4.0,16.0,16.0,-0.470378663864
1629,18.0,0,161.0,0.0,0,0,0,0,0.689907176742,-0.0224298343162,-0.0657533705265,0.0,8.94444444444,0.0,6.0,0.0,18.0,0.2005746573
1630,18.0,0,142.0,1.0,1,1,1,1,0.0106557455933,2.07263005766,-0.0874270640529,-4.0,7.88888888889,0.0,6.0,0.0,18.0,0.665286246401
1631,18.0,0,28.0,-16.0,0,0,0,0,-0.632845610232,-0.0224298343162,-0.062863544723,2.0,1.55555555556,0.0,6.0,0.0,18.0,-0.23937966309
1632,17.0,0,186.0,-16.0,1,1,1,0,0.0821558962406,0.501335138678,-0.17556675106,0.0,10.9411764706,5.0,5.0,17.0,17.0,0.135974761286
1633,14.0,0,153.0,-46.0,1,0,1,0,-0.311094932319,-0.546194807311,-0.535350063597,4.0,10.9285714286,2.0,2.0,14.0,14.0,-0.464213267743
1634,17.0,0,130.0,-27.0,0,0,0,0,-0.740095836203,-1.06995978031,-0.0614186318212,4.0,7.64705882353,5.0,5.0,17.0,17.0,-0.623824749443
1635,14.0,0,87.0,-28.0,0,0,0,0,-0.203844706349,-0.0224298343162,-0.195795531685,2.0,6.21428571429,2.0,2.0,14.0,14.0,-0.140690024116
1636,16.0,0,64.0,33.0,0,0,0,0,-0.275344856996,-0.0224298343162,-0.0729779350353,31.0,4.0,4.0,4.0,16.0,16.0,-0.123584208782
1637,15.0,0,145.0,52.0,1,1,1,0,0.654157101419,1.02510011167,0.0845175712562,2.0,9.66666666667,3.0,3.0,15.0,15.0,0.587924928116
1638,18.0,0,36.0,-39.0,0,0,0,0,-1.13334666476,-0.0224298343162,-0.0671982834283,1.0,2.0,0.0,6.0,0.0,18.0,-0.407658260836
1639,17.0,1,0.0,-39.0,1,1,1,0,-1.20484681541,-0.546194807311,-0.0671982834283,-25.0,0.0,5.0,5.0,17.0,17.0,-0.606079968717
1640,18.0,1,182.0,0.0,1,0,1,0,-0.239594781672,-0.546194807311,-0.0209610705721,0.0,10.1111111111,0.0,6.0,0.0,18.0,-0.268916886518
1641,18.0,0,147.0,18.0,0,0,0,0,0.117905971564,-0.546194807311,-0.0975414543652,-1.0,8.16666666667,0.0,6.0,0.0,18.0,-0.175276763371
1642,17.0,0,191.0,-19.0,1,1,1,0,1.15465815595,-0.546194807311,0.0325007067929,0.0,11.2352941176,5.0,5.0,17.0,17.0,0.213654685144
1643,18.0,0,72.0,1.0,1,1,1,1,-0.346845007643,-0.0224298343162,-0.214579399407,31.0,4.0,0.0,6.0,0.0,18.0,-0.194618080456
1644,14.0,0,167.0,21.0,0,0,0,0,1.58365905983,-0.0224298343162,-0.00217720284923,0.0,11.9285714286,2.0,2.0,14.0,14.0,0.519684007556
1645,18.0,0,203.0,-4.0,1,1,1,1,-0.740095836203,-1.5937247533,1.69270563091,0.0,11.2777777778,0.0,6.0,0.0,18.0,-0.213704986197
1646,17.0,0,183.0,1.0,0,0,0,0,0.832907478037,0.501335138678,-0.328727518646,0.0,10.7647058824,5.0,5.0,17.0,17.0,0.335171699356
1647,18.0,0,45.0,45.0,1,1,1,1,1.58365905983,-0.0224298343162,-0.0729779350353,31.0,2.5,0.0,6.0,0.0,18.0,0.496083763494
1648,17.0,0,117.0,-2.0,0,1,0,1,-0.275344856996,-0.0224298343162,-0.111990583383,4.0,6.88235294118,5.0,5.0,17.0,17.0,-0.136588424898
1649,14.0,0,77.0,-11.0,0,0,0,0,-0.883096137498,-0.546194807311,-0.182791315569,0.0,5.5,2.0,2.0,14.0,14.0,-0.537360753459
1650,18.0,0,130.0,-15.0,1,1,1,1,1.79815951178,-0.0224298343162,0.0719620589893,3.0,7.22222222222,0.0,6.0,0.0,18.0,0.615897245483
1651,18.0,0,25.0,23.0,0,0,0,0,-0.346845007643,-0.0224298343162,-0.0643084576248,31.0,1.38888888889,0.0,6.0,0.0,18.0,-0.144527766528
1652,5.0,0,125.0,57.0,1,0,1,0,0.654157101419,-1.06995978031,-0.0657533705265,5.0,25.0,5.0,5.0,5.0,5.0,-0.160518683138
1653,10.0,0,146.0,7.0,0,0,0,0,1.47640883386,2.59639503066,-0.06864319633,1.0,14.6,4.0,10.0,10.0,10.0,1.33472022273
1654,18.0,1,132.0,-30.0,0,0,0,0,0.0106557455933,3.12016000365,-0.632159228015,0.0,7.33333333333,0.0,6.0,0.0,18.0,0.832885507077
1655,18.0,0,194.0,17.0,0,0,0,0,1.01165785466,1.02510011167,-0.308498738022,-4.0,10.7777777778,0.0,6.0,0.0,18.0,0.576086409436
1656,17.0,0,144.0,23.0,1,1,1,1,-0.0250943297304,-0.546194807311,-0.754976824664,-1.0,8.47058823529,5.0,5.0,17.0,17.0,-0.442088653902
1657,18.0,0,76.0,-10.0,0,0,0,0,-0.382595082967,-0.0224298343162,0.122085306702,-2.0,4.22222222222,0.0,6.0,0.0,18.0,-0.0943132035271
1658,16.0,1,5.0,5.0,0,0,0,0,-0.346845007643,-0.0224298343162,-0.0671982834283,31.0,0.3125,4.0,4.0,16.0,16.0,-0.145491041796
1659,11.0,0,15.0,15.0,0,0,0,0,-0.346845007643,-0.0224298343162,-0.0671982834283,31.0,1.36363636364,5.0,11.0,11.0,11.0,-0.145491041796
1660,18.0,0,132.0,-2.0,0,1,0,1,-0.275344856996,-0.0224298343162,-0.272375915478,31.0,7.33333333333,0.0,6.0,0.0,18.0,-0.190050202263
1661,9.0,0,39.0,-4.0,0,0,0,0,0.0106557455933,-0.0224298343162,-0.0671982834283,0.0,4.33333333333,3.0,9.0,9.0,9.0,-0.0263241240504
1662,16.0,1,116.0,-9.0,1,1,1,1,-0.454095233614,0.501335138678,-0.0484144157054,-4.0,7.25,4.0,4.0,16.0,16.0,-0.000391503547032
1663,15.0,0,94.0,-49.0,0,1,0,1,-0.70434576088,-1.06995978031,-0.324392779941,0.0,6.26666666667,3.0,3.0,15.0,15.0,-0.699566107042
1664,16.0,0,69.0,-33.0,0,0,0,0,-0.561345459585,-0.0224298343162,-0.00795685445625,14.0,4.3125,4.0,4.0,16.0,16.0,-0.197244049452
1665,17.0,0,66.0,15.0,0,0,0,0,0.582656950772,-0.0224298343162,-0.119215147892,18.0,3.88235294118,5.0,5.0,17.0,17.0,0.147003989521
1666,17.0,0,27.0,25.0,0,0,0,0,-0.346845007643,-0.0224298343162,-0.06864319633,31.0,1.58823529412,5.0,5.0,17.0,17.0,-0.14597267943
1667,18.0,0,0.0,-36.0,0,0,0,0,-0.632845610232,-0.0224298343162,-0.0671982834283,-4.0,0.0,0.0,6.0,0.0,18.0,-0.240824575992
1668,13.0,0,193.0,-24.0,1,1,1,1,-0.346845007643,0.501335138678,5.6315382011,-1.0,14.8461538462,1.0,1.0,13.0,13.0,1.92867611071
1669,13.0,0,22.0,-37.0,0,0,0,0,-0.41834515829,-0.546194807311,4.147612651,31.0,1.69230769231,1.0,1.0,13.0,13.0,1.06102422846
1670,17.0,0,131.0,-1.0,0,0,0,0,-0.168094631025,-0.0224298343162,0.0729582680421,8.0,7.70588235294,5.0,5.0,17.0,17.0,-0.039188732433
1671,17.0,1,2.0,1.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0671982834283,1.76461320309,0.117647058824,5.0,5.0,17.0,17.0,-0.169324425345
1672,18.0,0,201.0,-11.0,0,0,0,0,-0.775845911527,-1.5937247533,1.49186273757,0.0,11.1666666667,0.0,6.0,0.0,18.0,-0.292569309087
1673,17.0,0,96.0,0.0,0,1,0,1,-0.561345459585,-0.0224298343162,0.00504736165955,-18.0,5.64705882353,5.0,5.0,17.0,17.0,-0.192909310747
1674,17.0,0,54.0,1.0,0,0,0,0,-0.168094631025,-0.0224298343162,-0.062863544723,-1.0,3.17647058824,5.0,5.0,17.0,17.0,-0.0844626700214
1675,14.0,0,0.0,0.0,0,0,0,0,-0.561345459585,-0.0224298343162,-0.0671982834283,4.0,0.0,2.0,2.0,14.0,14.0,-0.216991192443
1676,17.0,0,72.0,-4.0,0,1,0,1,-0.311094932319,-0.0224298343162,0.643698864236,12.0,4.23529411765,5.0,5.0,17.0,17.0,0.103391365867
1677,6.0,0,170.0,53.0,1,1,1,0,0.725657252066,-1.06995978031,-0.0643084576248,-1.0,28.3333333333,0.0,6.0,6.0,6.0,-0.136203661955
1678,16.0,1,73.0,16.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.350401212173,31.0,4.5625,4.0,4.0,16.0,16.0,-0.263725401593
1679,17.0,0,36.0,16.0,0,0,0,0,0.439656649477,-0.0224298343162,-0.0108466802598,2.0,2.11764705882,5.0,5.0,17.0,17.0,0.135460044967
1680,18.0,0,110.0,-20.0,0,0,0,0,-0.0250943297304,-0.0224298343162,0.100411613175,0.0,6.11111111111,0.0,6.0,0.0,18.0,0.0176291497096
1681,16.0,0,152.0,-27.0,1,1,1,1,0.189406122211,-0.546194807311,-1.94847488152,-2.0,9.5,4.0,4.0,16.0,16.0,-0.768421188872
1682,16.0,0,96.0,38.0,0,1,0,1,0.0106557455933,1.02510011167,-0.0946516285616,-1.0,6.0,4.0,4.0,16.0,16.0,0.313701409568
1683,18.0,0,96.0,-12.0,1,1,1,1,-0.489845308938,-2.11748972629,-0.0281856350808,1.0,5.33333333333,0.0,6.0,0.0,18.0,-0.878506890104
1684,14.0,0,208.0,-20.0,1,1,1,1,0.143928556723,-0.546194807311,0.736173289948,0.0,14.8571428571,2.0,2.0,14.0,14.0,0.111302346453
1685,15.0,0,151.0,-12.0,0,1,0,1,-1.20484681541,-1.5937247533,-0.354735950878,0.0,10.0666666667,3.0,3.0,15.0,15.0,-1.05110250653
1686,16.0,0,108.0,3.0,0,0,0,0,0.225156197535,1.02510011167,-0.0903168898564,2.0,6.75,4.0,4.0,16.0,16.0,0.386646473117
1687,18.0,0,99.0,8.0,0,0,0,0,0.153656046888,-0.0224298343162,-0.0787575866423,23.0,5.5,0.0,6.0,0.0,18.0,0.0174895419764
1688,2.0,0,0.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0671982834283,0.0,0.0,2.0,2.0,2.0,2.0,-0.169324425345
