ID,Blogs - Change,Customer Activity - Change,Days Since Last Login - Change,Happiness Index - Change,Happiness Index - Current Month,Happiness Index - Monthly,Logins - Change,Longevity - Modulo 12,Longevity - Modulo 18,Longevity - Modulo 24,Longevity - Modulo 6,Longevity - Months,Support Cases - Change,Support Cases - Current Month,Support Priority - Change,Support Priority - Current Month,Views - Change,Churn
929,-0.0224298343162,-0.0946705920875,31.0,-2.0,9.0,0.75,-0.41834515829,0.0,12.0,12.0,0.0,12.0,0,0,0,0,0.156763216344,1
930,1.02510011167,0.993558727425,0.0,12.0,241.0,16.0666666667,2.01265996372,3.0,15.0,15.0,3.0,15.0,1,1,0,1,-0.057083893116,0
932,-1.5937247533,-1.01098697518,1.0,-16.0,96.0,6.4,-1.38359719203,3.0,15.0,15.0,3.0,15.0,1,0,1,0,-0.0556389802142,1
937,-0.0224298343162,-0.169324425345,30.0,0.0,0.0,0.0,-0.41834515829,2.0,14.0,14.0,2.0,14.0,0,0,0,0,-0.0671982834283,1
944,-0.0224298343162,-0.167879512443,31.0,0.0,0.0,0.0,-0.41834515829,3.0,15.0,15.0,3.0,15.0,0,0,0,0,-0.062863544723,1
945,-0.0224298343162,-0.0861714397298,-1.0,-1.0,119.0,7.93333333333,0.0464058209169,3.0,15.0,15.0,3.0,15.0,1,1,1,1,-0.28249030579,0
946,-0.0224298343162,-0.170769338247,31.0,0.0,0.0,0.0,-0.41834515829,3.0,15.0,15.0,3.0,15.0,0,0,0,0,-0.0715330221335,1
947,-0.0224298343162,-0.169806062979,31.0,0.0,0.0,0.0,-0.41834515829,3.0,15.0,15.0,3.0,15.0,0,0,0,0,-0.06864319633,1
948,-0.0224298343162,-0.279277413612,0.0,11.0,40.0,2.66666666667,-0.239594781672,3.0,15.0,15.0,3.0,15.0,1,1,1,1,-0.575807624847,0
951,-0.0224298343162,0.402848484681,6.0,44.0,113.0,8.69230769231,1.94115981307,1.0,13.0,13.0,1.0,13.0,0,0,0,0,-0.71018452471,0
954,-0.0224298343162,-0.398879893012,6.0,-38.0,55.0,3.92857142857,-1.02609643879,2.0,14.0,14.0,2.0,14.0,1,0,1,0,-0.148113405927,0
959,-0.0224298343162,-0.0491942323317,31.0,27.0,27.0,2.07692307692,-0.060844405054,1.0,13.0,13.0,1.0,13.0,0,0,0,0,-0.0643084576248,1
963,-0.0224298343162,-0.174295768077,-2.0,-17.0,85.0,5.66666666667,-0.0965944803776,3.0,15.0,15.0,3.0,15.0,0,0,0,0,-0.403862989538,0
982,-0.0224298343162,-0.197104441719,-5.0,-11.0,58.0,4.14285714286,-0.740095836203,2.0,14.0,14.0,2.0,14.0,0,0,0,0,0.171212345362,0
985,-1.5937247533,-0.585839172369,2.0,-48.0,56.0,4.66666666667,-0.0965944803776,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.0671982834283,0
991,-1.5937247533,-0.588620107759,0.0,6.0,186.0,13.2857142857,0.0106557455933,2.0,14.0,14.0,2.0,14.0,1,0,1,0,-0.182791315569,0
996,-0.0224298343162,-0.169324425345,0.0,0.0,0.0,0.0,-0.41834515829,1.0,1.0,1.0,1.0,1.0,0,0,0,0,-0.0671982834283,0
998,-0.0224298343162,-0.548078669113,3.0,4.0,202.0,14.4285714286,-0.918846212821,2.0,14.0,14.0,2.0,14.0,1,1,1,1,-0.702959960201,0
1002,-1.06995978031,-0.621789308494,3.0,-14.0,130.0,10.0,-0.632845610232,1.0,13.0,13.0,1.0,13.0,0,0,0,0,-0.162562534944,1
1003,-2.11748972629,-0.934361496979,0.0,-36.0,84.0,7.0,-0.632845610232,0.0,12.0,12.0,0.0,12.0,1,0,1,0,-0.0527491544107,0
1005,-0.0224298343162,-0.10553047684,1.76461320309,-15.0,37.0,2.64285714286,-0.203844706349,2.0,14.0,14.0,2.0,14.0,0,0,0,0,-0.0903168898564,1
1008,-0.0224298343162,0.836136671496,-4.0,11.0,82.0,6.30769230769,2.54891109357,1.0,13.0,13.0,1.0,13.0,0,0,0,0,-0.0180712447686,0
1014,-1.06995978031,-0.230895874482,0.0,-7.0,162.0,11.5714285714,0.143928556723,2.0,14.0,14.0,2.0,14.0,1,0,1,0,0.233343600137,0
1020,-0.546194807311,-0.391579516775,18.0,5.0586103671,12.0,0.923076923077,-0.561345459585,1.0,13.0,13.0,1.0,13.0,0,0,0,0,-0.0671982834283,1
1021,-0.0224298343162,-0.207606937912,2.0,-44.0,31.0,2.38461538462,-0.489845308938,1.0,13.0,13.0,1.0,13.0,0,0,0,0,-0.110545670481,0
1026,-0.0224298343162,-0.144527766528,1.0,0.0,90.0,6.92307692308,-0.346845007643,1.0,13.0,13.0,1.0,13.0,0,0,0,0,-0.0643084576248,0
1042,-0.546194807311,0.81507910238,0.0,16.0,159.0,8.36842105263,0.225156197535,7.0,1.0,19.0,1.0,19.0,0,0,0,0,2.76627591692,1
1050,-0.0224298343162,-0.0739908911486,-4.0,-12.0,32.0,2.90909090909,-0.132344555701,11.0,11.0,11.0,5.0,11.0,1,1,1,1,-0.0671982834283,0
1064,-0.546194807311,0.865297804767,0.0,2.0,206.0,6.24242424242,3.51416312731,9.0,15.0,9.0,3.0,33.0,0,0,0,0,-0.372074905699,0
1068,-0.0224298343162,-0.169324425345,31.0,0.0,0.0,0.0,-0.41834515829,5.0,11.0,5.0,5.0,29.0,0,0,0,0,-0.0671982834283,1
1076,2.07263005766,1.07042166962,-2.0,1.0,185.0,5.60606060606,0.403906574153,9.0,15.0,9.0,3.0,33.0,0,0,0,0,0.734728377047,0
1083,-0.0224298343162,-0.213262340445,1.0,-1.0,69.0,2.15625,-0.525595384261,8.0,14.0,8.0,2.0,32.0,0,0,0,0,-0.0917618027581,0
1090,-0.0224298343162,-0.205447247889,31.0,9.0,9.0,0.28125,-0.41834515829,8.0,14.0,8.0,2.0,32.0,0,0,0,0,-0.17556675106,0
1098,-0.0224298343162,0.0450718538255,0.0,-1.0,131.0,4.09375,0.143928556723,8.0,14.0,8.0,2.0,32.0,0,0,0,0,0.0137168390701,0
1099,-0.0224298343162,-0.185218467264,30.0,-1.0,69.0,2.15625,-0.41834515829,8.0,14.0,8.0,2.0,32.0,0,0,0,0,-0.114880409186,0
1117,-0.0224298343162,0.214525410229,-4.0,-15.0,36.0,1.125,-0.275344856996,8.0,14.0,8.0,2.0,32.0,0,0,0,0,0.941350921998,0
1120,-0.546194807311,-0.0617819866137,1.0,-37.0,117.0,3.65625,-0.525595384261,8.0,14.0,8.0,2.0,32.0,0,0,0,0,0.886444231731,0
1130,0.059926781888,1.53454219806,0.0,-12.0,87.0,2.8064516129,3.37116282602,7.0,13.0,7.0,1.0,31.0,1,1,0,1,1.17253698628,0
1136,1.54886508467,1.54146091423,-1.0,-6.0,172.0,5.54838709677,0.475406724801,7.0,13.0,7.0,1.0,31.0,0,0,0,0,2.60011093321,0
1144,0.501335138678,0.0285849275822,0.0,-19.0,183.0,5.71875,-0.060844405054,8.0,14.0,8.0,2.0,32.0,1,1,1,1,-0.354735950878,0
1152,-1.06995978031,0.409555971505,2.0,-2.0,103.0,6.86666666667,2.37016071695,3.0,15.0,15.0,3.0,15.0,1,1,1,1,-0.0715330221335,0
1154,-0.0224298343162,-0.0349475254816,31.0,-33.0,41.0,1.78260869565,-0.41834515829,11.0,5.0,23.0,5.0,23.0,0,0,0,0,0.335932416162,0
1162,-0.0224298343162,-0.0799268889438,-2.0,-8.0,162.0,7.36363636364,-0.918846212821,10.0,4.0,22.0,4.0,22.0,0,0,0,0,0.701495380306,0
1167,-0.0224298343162,-0.169324425345,0.0,0.0,0.0,0.0,-0.41834515829,1.0,1.0,1.0,1.0,1.0,0,0,0,0,-0.0671982834283,0
1177,-0.0224298343162,-0.506983124042,30.0,26.0,98.0,5.15789473684,-0.132344555701,7.0,1.0,19.0,1.0,19.0,0,0,0,0,-1.36617498211,0
1180,-0.0224298343162,-0.193157808894,1.76461320309,-64.0,0.0,0.0,-0.489845308938,11.0,5.0,23.0,5.0,23.0,0,0,0,0,-0.0671982834283,0
1183,2.59639503066,1.10968517748,0.0,9.0,244.0,10.6086956522,0.260906272859,11.0,5.0,23.0,5.0,23.0,0,1,0,1,0.471754228927,0
1190,-0.0224298343162,4.30220350734,0.0,72.0,196.0,8.52173913043,2.90641184681,11.0,5.0,23.0,5.0,23.0,1,1,0,1,10.0226285095,0
1200,0.501335138678,0.52891565706,2.0,20.0,143.0,7.94444444444,1.90540973775,6.0,0.0,18.0,0.0,18.0,1,1,1,1,-0.819997905243,1
1216,-0.546194807311,-0.0197399047296,0.0,23.0,200.0,9.09090909091,-0.70434576088,10.0,4.0,22.0,4.0,22.0,1,0,1,0,1.191320854,0
1217,-0.546194807311,-0.482981776806,0.0,-31.0,139.0,6.31818181818,-0.454095233614,10.0,4.0,22.0,4.0,22.0,0,0,0,0,-0.448655289492,1
1235,-0.0224298343162,-0.16498968664,31.0,-35.0,0.0,0.0,-0.41834515829,9.0,3.0,21.0,3.0,21.0,0,0,0,0,-0.0541940673125,0
1239,-0.0224298343162,-0.291862806528,9.0,-35.0,3.0,0.136363636364,-0.775845911527,10.0,4.0,22.0,4.0,22.0,1,0,1,0,-0.0773126737406,0
1246,-0.0224298343162,0.0332593348223,11.0,0.0,57.0,2.59090909091,0.189406122211,10.0,4.0,22.0,4.0,22.0,1,0,1,0,-0.0671982834283,1
1265,-1.06995978031,-0.530542014856,1.0,-2.0,125.0,5.95238095238,-0.41834515829,9.0,3.0,21.0,3.0,21.0,0,0,0,0,-0.103321105972,0
1270,-0.0224298343162,-0.163063136104,31.0,0.0,57.0,2.71428571429,-0.41834515829,9.0,3.0,21.0,3.0,21.0,0,0,0,0,-0.0484144157054,0
1281,-0.0224298343162,-0.283317578191,2.0,-36.0,7.0,0.583333333333,-0.740095836203,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.0874270640529,0
1282,-0.0224298343162,-0.481006788925,-1.0,-12.0,136.0,6.8,-0.954596288145,8.0,2.0,20.0,2.0,20.0,0,1,1,1,-0.465994244313,1
1284,-0.0224298343162,0.120311497488,0.0,-2.0,91.0,4.13636363636,0.225156197535,10.0,4.0,22.0,4.0,22.0,0,0,0,0,0.158208129246,0
1315,-0.0224298343162,-0.205074500669,1.76461320309,-25.0,8.0,0.380952380952,-0.525595384261,9.0,3.0,21.0,3.0,21.0,0,0,0,0,-0.0671982834283,0
1316,0.501335138678,-0.570604386128,0.0,2.0,180.0,9.0,-0.883096137498,8.0,2.0,20.0,2.0,20.0,1,0,1,0,-1.33005215956,0
1338,0.501335138678,-0.757835796853,3.0,46.0,170.0,8.5,0.189406122211,8.0,2.0,20.0,2.0,20.0,0,0,0,0,-2.96424865145,1
1348,-0.0224298343162,-0.0744725287825,4.0,10.0,100.0,5.26315789474,-0.132344555701,7.0,1.0,19.0,1.0,19.0,0,0,0,0,-0.06864319633,0
1357,-0.0224298343162,-0.0859075829231,12.0,10.0,95.0,8.63636363636,-0.168094631025,11.0,11.0,11.0,5.0,11.0,0,0,0,0,-0.0671982834283,0
1364,-0.546194807311,0.698402685284,-1.0,10.0,210.0,19.0909090909,3.58566327796,11.0,11.0,11.0,5.0,11.0,1,1,1,1,-0.944260414794,0
1400,0.059926781888,-0.0978100557699,30.0,65.0,124.0,11.2727272727,-0.346845007643,11.0,11.0,11.0,5.0,11.0,0,0,0,0,-0.0065119415545,0
1426,-0.0224298343162,-0.438358820333,3.0,0.0,71.0,1.86842105263,-1.16909674009,2.0,2.0,14.0,2.0,38.0,0,0,0,0,-0.123549886597,0
1439,-0.0224298343162,0.308182271831,0.0,10.0,172.0,4.52631578947,1.04740792998,2.0,2.0,14.0,2.0,38.0,0,0,0,0,-0.100431280169,0
1455,-0.0224298343162,-0.169324425345,0.0,0.0,0.0,0.0,-0.41834515829,9.0,15.0,9.0,3.0,33.0,0,0,0,0,-0.0671982834283,1
1487,-0.0224298343162,-0.169324425345,31.0,0.0,5.0,0.138888888889,-0.41834515829,0.0,0.0,12.0,0.0,36.0,0,0,0,0,-0.0671982834283,1
1493,-0.0224298343162,-0.121890797734,31.0,-1.0,62.0,1.72222222222,-0.346845007643,0.0,0.0,12.0,0.0,36.0,0,0,0,0,0.0036024487578,0
1505,-0.0224298343162,-0.107659449544,0.0,0.0,224.0,6.4,-0.561345459585,11.0,17.0,11.0,5.0,35.0,1,0,1,0,0.26079694527,0
1522,-0.546194807311,-0.158700041445,-1.0,-72.0,69.0,4.3125,-0.632845610232,4.0,16.0,16.0,4.0,16.0,0,0,0,0,0.702940293208,1
1526,-0.0224298343162,-0.164026411372,31.0,0.0,57.0,3.16666666667,-0.41834515829,6.0,0.0,18.0,0.0,18.0,0,0,0,0,-0.051304241509,0
1531,-0.0224298343162,-0.167397874809,30.0,0.0,0.0,0.0,-0.41834515829,5.0,17.0,17.0,5.0,17.0,0,0,0,0,-0.0614186318212,1
1532,-0.0224298343162,-0.185218467264,18.0,0.0,96.0,5.33333333333,-0.41834515829,6.0,0.0,18.0,0.0,18.0,0,0,0,0,-0.114880409186,0
1539,-0.0224298343162,-0.205804636449,-3.0,19.0,122.0,6.77777777778,-0.454095233614,6.0,0.0,18.0,0.0,18.0,0,0,0,0,-0.140888841418,0
1543,-1.06995978031,-0.512239784767,9.0,-17.0,89.0,4.94444444444,-0.41834515829,6.0,0.0,18.0,0.0,18.0,1,1,1,1,-0.0484144157054,0
1550,0.501335138678,0.985399243602,0.0,45.0,129.0,8.6,1.79815951178,3.0,15.0,15.0,3.0,15.0,0,0,0,0,0.656703080352,1
1562,-0.0224298343162,-0.418331082081,31.0,0.0,0.0,0.0,-0.41834515829,6.0,0.0,18.0,0.0,18.0,0,0,0,0,-0.814218253636,1
1584,-0.0224298343162,-0.1432071027,4.0,2.0,104.0,6.11764705882,-0.311094932319,5.0,17.0,17.0,5.0,17.0,0,0,0,0,-0.0960965414634,1
1590,-0.0224298343162,0.60807219271,0.0,0.0,149.0,8.27777777778,1.51215890919,6.0,0.0,18.0,0.0,18.0,1,1,1,1,0.33448750326,0
1597,-0.0224298343162,0.0869849689939,0.0,8.0,173.0,9.61111111111,-0.0250943297304,6.0,0.0,18.0,0.0,18.0,0,1,0,1,0.308479071028,0
1602,-1.06995978031,-0.707832119913,0.0,1.0,169.0,10.5625,-1.09759658944,4.0,16.0,16.0,4.0,16.0,0,0,0,0,0.044060010007,0
1608,-0.0224298343162,0.103329931228,-4.0,-1.0,153.0,8.5,0.260906272859,6.0,0.0,18.0,0.0,18.0,0,0,0,0,0.0715133551404,0
1611,0.059926781888,0.108254058248,0.0,-19.0,152.0,10.8571428571,0.36815649883,2.0,14.0,14.0,2.0,14.0,0,1,0,1,-0.103321105972,0
1612,-0.0224298343162,-0.186663380166,31.0,-2.0,43.0,2.52941176471,-0.41834515829,5.0,17.0,17.0,5.0,17.0,0,0,0,0,-0.119215147892,0
1630,2.07263005766,0.665286246401,-4.0,1.0,142.0,7.88888888889,0.0106557455933,6.0,0.0,18.0,0.0,18.0,1,1,1,1,-0.0874270640529,0
1636,-0.0224298343162,-0.123584208782,31.0,33.0,64.0,4.0,-0.275344856996,4.0,16.0,16.0,4.0,16.0,0,0,0,0,-0.0729779350353,0
1639,-0.546194807311,-0.606079968717,-25.0,-39.0,0.0,0.0,-1.20484681541,5.0,17.0,17.0,5.0,17.0,1,1,0,1,-0.0671982834283,1
1640,-0.546194807311,-0.268916886518,0.0,0.0,182.0,10.1111111111,-0.239594781672,6.0,0.0,18.0,0.0,18.0,0,1,0,1,-0.0209610705721,1
1645,-1.5937247533,-0.213704986197,0.0,-4.0,203.0,11.2777777778,-0.740095836203,6.0,0.0,18.0,0.0,18.0,1,1,1,1,1.69270563091,0
1647,-0.0224298343162,0.496083763494,31.0,45.0,45.0,2.5,1.58365905983,6.0,0.0,18.0,0.0,18.0,1,1,1,1,-0.0729779350353,0
1649,-0.546194807311,-0.537360753459,0.0,-11.0,77.0,5.5,-0.883096137498,2.0,14.0,14.0,2.0,14.0,0,0,0,0,-0.182791315569,0
1653,2.59639503066,1.33472022273,1.0,7.0,146.0,14.6,1.47640883386,10.0,10.0,10.0,4.0,10.0,0,0,0,0,-0.06864319633,0
1654,3.12016000365,0.832885507077,0.0,-30.0,132.0,7.33333333333,0.0106557455933,6.0,0.0,18.0,0.0,18.0,0,0,0,0,-0.632159228015,1
1658,-0.0224298343162,-0.145491041796,31.0,5.0,5.0,0.3125,-0.346845007643,4.0,16.0,16.0,4.0,16.0,0,0,0,0,-0.0671982834283,1
1660,-0.0224298343162,-0.190050202263,31.0,-2.0,132.0,7.33333333333,-0.275344856996,6.0,0.0,18.0,0.0,18.0,1,0,1,0,-0.272375915478,0
1662,0.501335138678,-0.000391503547032,-4.0,-9.0,116.0,7.25,-0.454095233614,4.0,16.0,16.0,4.0,16.0,1,1,1,1,-0.0484144157054,1
1671,-0.0224298343162,-0.169324425345,1.76461320309,1.0,2.0,0.117647058824,-0.41834515829,5.0,17.0,17.0,5.0,17.0,0,0,0,0,-0.0671982834283,1
1678,-0.0224298343162,-0.263725401593,31.0,16.0,73.0,4.5625,-0.41834515829,4.0,16.0,16.0,4.0,16.0,0,0,0,0,-0.350401212173,1
1693,-0.0224298343162,-0.24696161616,0.0,-14.0,117.0,9.75,-0.668595685556,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.0498593286072,1
1694,-0.0224298343162,0.0303695090188,7.0,-11.0,26.0,1.44444444444,0.189406122211,6.0,0.0,18.0,0.0,18.0,1,0,1,0,-0.0758677608388,0
1695,-0.0224298343162,-0.518263211789,1.76461320309,-41.0,20.0,1.25,-0.489845308938,4.0,16.0,16.0,4.0,16.0,0,0,0,0,-1.04251449211,1
1700,-0.0224298343162,0.0587233149857,3.0,10.0,130.0,7.64705882353,-0.346845007643,5.0,17.0,17.0,5.0,17.0,0,0,0,0,0.545444786916,0
1701,2.07263005766,0.779279399247,2.0,4.0,84.0,5.6,0.332406423506,3.0,15.0,15.0,3.0,15.0,0,0,0,0,-0.0671982834283,0
1710,-0.0224298343162,-0.169324425345,31.0,0.0,0.0,0.0,-0.41834515829,5.0,17.0,17.0,5.0,17.0,0,0,0,0,-0.0671982834283,1
1712,-0.0224298343162,-0.410842660766,3.0,-18.0,137.0,8.05882352941,-0.632845610232,5.0,17.0,17.0,5.0,17.0,0,0,0,0,-0.577252537748,0
1723,0.501335138678,1.22607983262,-2.0,-11.0,165.0,11.0,3.08516222343,3.0,15.0,15.0,3.0,15.0,0,0,0,0,0.0917421357649,1
1724,-0.546194807311,-1.02878748624,-2.0,-50.0,130.0,10.8333333333,-1.66959779462,0.0,12.0,12.0,0.0,12.0,1,1,1,1,-0.870569856805,0
1730,-0.546194807311,-0.0349177897327,6.0,-12.0,157.0,9.23529411765,0.475406724801,5.0,17.0,17.0,5.0,17.0,0,0,0,0,-0.0339652866879,0
1744,-0.546194807311,-0.283148234709,15.0,-38.0,118.0,6.94117647059,-0.0250943297304,5.0,17.0,17.0,5.0,17.0,1,1,1,1,-0.278155567085,0
1752,-0.0224298343162,-0.0448594936264,0.0,-30.0,22.0,1.29411764706,-0.060844405054,5.0,17.0,17.0,5.0,17.0,0,0,0,0,-0.051304241509,0
1753,-0.546194807311,-0.576700073047,-10.0,-46.0,93.0,5.8125,-1.20484681541,4.0,16.0,16.0,4.0,16.0,0,0,0,0,0.0209414035789,1
1754,-0.546194807311,0.250303841506,0.0,-71.0,132.0,8.25,-0.382595082967,4.0,16.0,16.0,4.0,16.0,0,0,0,0,1.6797014148,1
1756,0.501335138678,0.0312108965791,-1.0,47.0,187.0,11.6875,0.153656046888,4.0,16.0,16.0,4.0,16.0,0,0,0,0,-0.561358495829,0
1759,-0.0224298343162,-0.169324425345,31.0,0.0,0.0,0.0,-0.41834515829,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.0671982834283,1
1760,-0.0224298343162,-0.15426940962,3.0,-1.0,81.0,4.76470588235,-0.454095233614,5.0,17.0,17.0,5.0,17.0,0,0,0,0,0.0137168390701,0
1763,-1.5937247533,0.289670535477,5.0,2.0,205.0,12.8125,0.904407628684,4.0,16.0,16.0,4.0,16.0,1,0,1,0,1.55832873105,1
1768,-0.0224298343162,0.00762364981099,0.0,-4.0,78.0,5.2,0.0821558962406,3.0,15.0,15.0,3.0,15.0,0,0,0,0,-0.0368551124914,1
1770,-0.0224298343162,-0.18124111712,1.76461320309,8.0,43.0,2.6875,-0.454095233614,4.0,16.0,16.0,4.0,16.0,0,0,0,0,-0.0671982834283,0
1775,-0.546194807311,-0.653746735815,0.0,-31.0,132.0,9.42857142857,-1.34784711671,2.0,14.0,14.0,2.0,14.0,0,0,0,0,-0.0671982834283,0
1781,-0.0224298343162,-0.160654947934,31.0,-25.0,31.0,1.82352941176,-0.41834515829,5.0,17.0,17.0,5.0,17.0,0,0,0,0,-0.0411898511967,1
1782,1.54886508467,0.519829319592,31.0,68.0,68.0,5.66666666667,0.0821558962406,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.0715330221335,1
1786,-0.0224298343162,-0.662864772174,0.0,-15.0,150.0,10.7142857143,-1.70534786994,2.0,14.0,14.0,2.0,14.0,1,0,1,0,-0.260816612264,0
1794,1.54886508467,0.330607164101,-1.0,-7.0,146.0,8.58823529412,-0.489845308938,5.0,17.0,17.0,5.0,17.0,0,0,0,0,-0.0671982834283,0
1802,-0.0224298343162,-0.193639446528,1.76461320309,-12.0,0.0,0.0,-0.489845308938,4.0,16.0,16.0,4.0,16.0,0,0,0,0,-0.06864319633,1
1805,-0.0224298343162,-0.230228548046,-1.0,-1.0,80.0,4.70588235294,-0.632845610232,5.0,17.0,17.0,5.0,17.0,0,0,0,0,-0.0354101995896,0
1809,1.02510011167,0.00733241862129,6.0,44.0,154.0,9.05882352941,-0.668595685556,5.0,17.0,17.0,5.0,17.0,1,0,1,0,-0.334507170253,1
1823,-0.0224298343162,0.232439534437,0.0,-15.0,110.0,3.54838709677,-0.0250943297304,7.0,13.0,7.0,1.0,31.0,0,0,0,0,0.744842767359,0
1824,1.02510011167,0.0185189746151,-3.0,-13.0,141.0,6.71428571429,-0.561345459585,9.0,3.0,21.0,3.0,21.0,0,0,0,0,-0.408197728243,0
1830,-0.0224298343162,-0.169324425345,31.0,0.0,65.0,2.16666666667,-0.41834515829,6.0,12.0,6.0,0.0,30.0,0,0,0,0,-0.0671982834283,1
1832,-0.0224298343162,-0.167879512443,31.0,23.0,95.0,3.06451612903,-0.41834515829,7.0,13.0,7.0,1.0,31.0,0,0,0,0,-0.062863544723,1
1833,-1.06995978031,-0.474330019421,-2.0,-1.0,116.0,4.0,-0.239594781672,5.0,11.0,5.0,5.0,29.0,0,0,0,0,-0.113435496284,0
1836,-0.546194807311,-0.325253131027,-19.0,-61.0,40.0,1.66666666667,-0.382595082967,0.0,6.0,0.0,0.0,24.0,0,0,0,0,-0.0469695028037,0
1842,-0.0224298343162,-0.166434599541,30.0,1.0,12.0,0.444444444444,-0.41834515829,3.0,9.0,3.0,3.0,27.0,0,0,0,0,-0.0585288060177,0
1859,-0.0224298343162,0.202872575261,4.0,-25.0,106.0,3.53333333333,-0.525595384261,6.0,12.0,6.0,0.0,30.0,0,0,0,0,1.15664294436,1
1861,-0.0224298343162,-0.163063136104,31.0,-27.0,0.0,0.0,-0.41834515829,2.0,8.0,2.0,2.0,26.0,0,0,0,0,-0.0484144157054,0
1866,-0.0224298343162,-0.198455822867,-6.0,-3.0,60.0,1.93548387097,-0.489845308938,7.0,13.0,7.0,1.0,31.0,0,0,0,0,-0.0830923253476,0
1869,-0.0224298343162,-0.0245846370225,5.0,-10.0,130.0,10.0,-0.489845308938,1.0,13.0,13.0,1.0,13.0,0,0,0,0,0.438521232187,0
1870,-0.0224298343162,-0.121657658247,4.0,0.0,30.0,1.0,-0.275344856996,6.0,12.0,6.0,0.0,30.0,0,0,0,0,-0.0671982834283,1
1871,-0.0224298343162,-1.03753139559,-4.0,1.0,105.0,3.38709677419,-1.02609643879,7.0,13.0,7.0,1.0,31.0,1,0,1,0,-2.06406791366,1
1873,-0.0224298343162,-0.174622439318,31.0,2.0,124.0,4.0,-0.41834515829,7.0,13.0,7.0,1.0,31.0,0,0,0,0,-0.0830923253476,0
1878,-0.0224298343162,-0.213138091372,-3.0,-2.0,92.0,2.96774193548,-0.561345459585,7.0,13.0,7.0,1.0,31.0,0,0,0,0,-0.0556389802142,0
1880,-0.0224298343162,-0.366610171539,0.0,46.0,115.0,3.70967741935,-1.02609643879,7.0,13.0,7.0,1.0,31.0,1,0,1,0,-0.051304241509,0
1885,1.02510011167,0.946775682705,-5.0,44.0,158.0,5.09677419355,0.36815649883,7.0,13.0,7.0,1.0,31.0,0,0,0,0,1.44707043761,0
1891,0.501335138678,-0.124325962062,-1.0,0.0,176.0,5.67741935484,0.975907779332,7.0,13.0,7.0,1.0,31.0,1,0,1,0,-1.8502208042,1
1894,-0.0224298343162,-0.251187464451,-33.0,-1.0,72.0,2.4,-0.561345459585,6.0,12.0,6.0,0.0,30.0,0,0,0,0,-0.169787099453,1
1904,-0.0224298343162,-0.252259630133,-3.0,-2.0,110.0,3.79310344828,-0.668595685556,5.0,11.0,5.0,5.0,29.0,0,0,0,0,-0.0657533705265,1
1908,-0.0224298343162,-0.359509856104,7.0,-35.0,0.0,0.0,-0.990346363469,6.0,6.0,6.0,0.0,6.0,0,0,0,0,-0.0657533705265,1
1925,-0.0224298343162,-0.213619729006,-30.0,-24.0,34.0,1.13333333333,-0.561345459585,6.0,12.0,6.0,0.0,30.0,0,0,0,0,-0.057083893116,1
1928,-0.0224298343162,-0.183773554363,31.0,-40.0,7.0,0.25,-0.41834515829,4.0,10.0,4.0,4.0,28.0,0,0,0,0,-0.110545670481,0
1931,-0.0224298343162,-0.103712816718,19.0,-2.0,69.0,2.22580645161,-0.311094932319,7.0,13.0,7.0,1.0,31.0,0,0,0,0,0.0223863164806,0
1938,3.12016000365,1.74818545483,0.0,-18.0,185.0,6.16666666667,1.61940913516,6.0,12.0,6.0,0.0,30.0,1,1,0,1,0.504987225667,0
1946,-0.0224298343162,-0.133574350021,-17.0,0.0,86.0,3.18518518519,-0.311094932319,3.0,9.0,3.0,3.0,27.0,0,0,0,0,-0.0671982834283,1
1960,-2.11748972629,-0.92159042035,-5.0,-53.0,89.0,3.2962962963,-0.70434576088,3.0,9.0,3.0,3.0,27.0,0,0,0,0,0.0570642261228,1
1962,-0.0224298343162,-0.145491041796,0.0,15.0,53.0,3.53333333333,-0.346845007643,3.0,15.0,15.0,3.0,15.0,0,0,0,0,-0.0671982834283,0
1985,-0.0224298343162,-0.139711390189,2.0,-1.0,97.0,3.46428571429,-0.346845007643,4.0,10.0,4.0,4.0,28.0,0,0,0,0,-0.0498593286072,0
1991,-0.0224298343162,0.29842527008,0.0,7.0,69.0,2.46428571429,1.0831580053,4.0,10.0,4.0,4.0,28.0,1,1,1,1,-0.165452360748,1
1996,-0.0224298343162,0.247759786764,0.0,-15.0,130.0,13.0,0.832907478037,10.0,10.0,10.0,4.0,10.0,1,1,0,1,-0.0671982834283,1
2002,-0.0224298343162,-0.171747972174,31.0,13.0,62.0,2.2962962963,-0.275344856996,3.0,9.0,3.0,3.0,27.0,0,0,0,0,-0.217469225211,1
2010,-0.0224298343162,-0.193157808894,1.76461320309,0.0,0.0,0.0,-0.489845308938,6.0,12.0,6.0,0.0,30.0,0,0,0,0,-0.0671982834283,1
2018,1.54886508467,-0.101871334044,0.0,8.0,198.0,6.8275862069,0.332406423506,5.0,11.0,5.0,5.0,29.0,1,0,1,0,-2.18688551031,0
2023,1.02510011167,0.35596127228,-1.0,0.0,213.0,7.34482758621,0.0464058209169,5.0,11.0,5.0,5.0,29.0,0,0,0,0,-0.00362211575099,0
