ID,Customer Age (in months),"Churn (1 = Yes, 0 = No)",CHI Score Month 0,CHI Score 0-1,Support Cases Month 0,Support Cases 0-1,SP Month 0,SP 0-1,Logins 0-1,Blog Articles 0-1,Views 0-1, Days Since Last Login 0-1
" 1,347 ",21,0,206,-15,0,-3,0,-3,-3,0,4861,-8
" 1,348 ",21,0,159,-10,0,-1,0,-3,21,-3,-88,0
" 1,349 ",19,0,100,10,0,0,0,0,8,0,-1,4
" 1,350 ",21,0,168,7,0,0,0,0,27,-2,156,0
" 1,351 ",21,0,96,-11,0,0,0,0,-3,-1,12,-31
" 1,352 ",16,0,130,19,2,1,3,0,18,1,79,0
" 1,353 ",20,0,99,-12,0,0,0,0,43,0,4,0
" 1,354 ",11,0,191,0,1,-5,3,0,-10,-10,4,0
" 1,355 ",20,0,118,0,0,0,0,0,-7,0,101,-6
" 1,356 ",39,0,186,37,1,1,3,3,1,4,6863,0
" 1,357 ",41,0,182,7,1,-2,3,0,-11,1,483,-3
" 1,358 ",40,0,95,10,0,0,0,0,7,0,0,12
" 1,359 ",41,0,123,-15,0,0,0,0,38,0,591,0
" 1,360 ",37,0,88,0,0,0,0,0,11,0,188,5
" 1,361 ",31,0,69,10,1,1,3,3,8,0,1,4
" 1,362 ",40,0,79,4,0,0,0,0,-11,0,24,-3
" 1,363 ",41,1,0,-34,0,0,0,0,-9,0,0,26
" 1,364 ",40,0,82,-50,0,0,0,0,9,-2,851,0
" 1,365 ",40,0,210,10,2,2,3,3,112,-1,-607,-1
" 1,366 ",35,0,97,-14,0,0,0,0,16,1,-42,4
" 1,367 ",40,0,183,3,1,1,3,3,63,3,134,-3
" 1,368 ",40,0,110,20,0,0,0,0,72,0,0,5
" 1,369 ",35,0,115,-10,0,0,0,0,-4,0,0,-2
" 1,370 ",33,0,108,-37,0,0,0,0,-12,-1,67,-1
" 1,371 ",39,0,132,-1,0,0,0,0,2,0,-101,3
" 1,372 ",39,0,189,-17,1,-1,3,0,-16,-3,207,-1
" 1,373 ",40,0,141,32,2,1,3,0,11,1,1320,-3
" 1,374 ",39,0,118,-4,0,0,0,0,-3,0,1328,4
" 1,375 ",39,0,86,-17,0,-1,0,-3,-10,-2,4,-8
" 1,376 ",40,0,104,-37,1,1,3,3,15,-1,-41,2
" 1,377 ",40,0,228,10,0,-3,0,-3,20,-1,-51,0
" 1,378 ",39,0,34,34,1,1,3,3,8,0,-13,31
" 1,379 ",39,0,79,11,0,0,0,0,9,0,0,2
" 1,380 ",39,0,115,-25,0,0,0,0,5,0,41,0
" 1,381 ",39,0,82,25,0,0,0,0,0,0,948,31
" 1,382 ",39,0,45,0,0,0,0,0,9,0,0,8
" 1,383 ",38,0,28,-10,0,0,0,0,-1,0,0,6
" 1,384 ",37,0,75,0,0,0,0,0,6,0,0,-17
" 1,385 ",39,0,64,-2,0,0,0,0,1,0,-1,6
" 1,386 ",23,0,137,12,1,1,3,3,85,2,15,-3
" 1,387 ",39,0,81,-54,0,0,0,0,-6,-4,-1216,-2
" 1,388 ",39,0,197,0,0,0,0,0,-3,0,-973,-2
" 1,389 ",39,0,205,45,0,0,0,0,-18,2,731,-1
" 1,390 ",39,0,86,21,0,-1,0,-3,-6,1,33,-11
" 1,391 ",39,0,111,-11,0,0,0,0,-4,0,-68,3
" 1,392 ",39,0,0,0,0,0,0,0,0,0,0,30
" 1,393 ",39,0,3,3,0,0,0,0,0,0,-46,31
" 1,394 ",38,0,69,24,0,0,0,0,4,0,136,31
" 1,395 ",35,0,0,0,0,0,0,0,0,0,0,31
" 1,396 ",39,0,125,-2,0,0,0,0,-6,0,-82,-1
" 1,397 ",39,0,218,13,2,-3,3,0,53,-1,237,0
" 1,398 ",32,0,69,-15,0,0,0,0,3,0,-609,5
" 1,399 ",38,0,154,1,2,2,3,3,36,1,-366,0
" 1,400 ",38,0,84,3,0,0,0,0,-13,2,0,1
" 1,401 ",39,0,124,65,0,0,0,0,2,13,42,30
" 1,402 ",39,0,131,49,5,4,3,0,33,2,24,-9
" 1,403 ",39,0,97,-9,0,0,0,0,7,0,6,0
" 1,404 ",38,0,187,39,0,-1,0,-3,24,-3,-167,-1
" 1,405 ",37,1,11,11,0,0,0,0,2,0,-123,31
" 1,406 ",38,0,75,-15,0,0,0,0,0,0,16,30
" 1,407 ",38,0,135,0,0,0,0,0,-11,0,-1828,-1
" 1,408 ",39,0,119,18,0,0,0,0,6,0,87,0
" 1,409 ",38,0,94,0,0,0,0,0,-20,0,0,0
" 1,410 ",38,0,50,1,0,0,0,0,0,0,175,31
" 1,411 ",39,0,63,-32,0,0,0,0,10,-1,-152,0
" 1,412 ",38,0,181,-1,0,0,0,0,1,-1,-751,-25
" 1,413 ",37,0,140,-1,0,-3,0,-3,-2,0,519,1
" 1,414 ",37,0,56,-12,0,0,0,0,2,0,0,-8
" 1,415 ",35,0,139,-41,0,0,0,0,31,-3,-194,6
" 1,416 ",38,0,107,-1,0,0,0,0,8,0,1,-1
" 1,417 ",36,0,143,7,0,0,0,0,7,0,-265,-3
" 1,418 ",30,0,93,-13,0,-1,0,-3,-7,0,0,1
" 1,419 ",38,0,0,-17,0,0,0,0,-2,0,0,-13
" 1,420 ",38,0,71,-38,0,0,0,0,-1,-1,544,-4
" 1,421 ",38,0,72,-12,0,0,0,0,-2,0,71,10
" 1,422 ",38,0,216,0,1,1,3,3,53,4,-1748,1
" 1,423 ",38,0,226,8,0,-2,0,-3,95,6,1236,-3
" 1,424 ",38,0,110,20,0,0,0,0,15,0,2,10
" 1,425 ",38,0,150,0,0,0,0,0,84,0,4619,0
" 1,426 ",36,0,49,15,0,0,0,0,0,0,2,31
" 1,427 ",38,0,71,0,0,0,0,0,-21,0,-39,3
" 1,428 ",38,0,89,-10,0,0,0,0,-8,0,0,0
" 1,429 ",38,0,228,18,3,2,3,0,67,-1,-8,0
" 1,430 ",36,0,78,-20,0,0,0,0,-1,0,3,0
" 1,431 ",38,0,194,-26,0,-2,0,-3,17,-3,183,0
" 1,432 ",38,0,222,11,2,1,3,0,25,1,810,0
" 1,433 ",33,0,76,41,1,1,3,3,22,0,51,31
" 1,434 ",38,0,74,10,0,0,0,0,4,0,0,-30
" 1,435 ",38,0,144,0,0,0,0,0,15,0,0,3
" 1,436 ",38,0,48,-1,0,0,0,0,2,0,-2,31
" 1,437 ",38,0,38,-1,0,0,0,0,0,0,-14,31
" 1,438 ",38,0,0,0,0,0,0,0,0,0,0,31
" 1,439 ",37,0,164,5,1,0,3,0,154,6,-213,0
" 1,440 ",38,0,172,10,0,0,0,0,41,0,-23,0
" 1,441 ",37,0,167,-12,0,0,0,0,-3,-2,20,-1
" 1,442 ",38,0,136,20,0,0,0,0,18,0,-38,-24
" 1,443 ",38,0,90,0,0,0,0,0,-1,0,6,-8
" 1,444 ",38,0,50,0,0,0,0,0,-4,0,0,2
" 1,445 ",37,0,141,-5,1,1,3,3,38,3,-38,16
" 1,446 ",38,0,32,-1,0,0,0,0,0,0,11,31
" 1,447 ",38,0,194,-9,0,0,0,0,31,-5,758,0
" 1,448 ",38,0,236,13,3,0,2,-1,53,-2,149,3
" 1,449 ",38,0,117,13,0,0,0,0,15,-1,32,3
" 1,450 ",37,0,56,24,0,0,0,0,8,0,-1,31
" 1,451 ",37,0,84,-26,1,0,2,-1,22,-1,871,4
" 1,452 ",38,0,183,0,0,0,0,0,-10,0,3852,2
" 1,453 ",37,0,200,-10,0,-2,0,-3,11,0,450,1
" 1,454 ",37,0,116,-22,0,0,0,0,3,-1,-179,-3
" 1,455 ",36,0,222,67,0,0,0,0,36,2,2682,0
" 1,456 ",33,1,0,0,0,0,0,0,0,0,0,0
" 1,457 ",37,0,122,1,0,0,0,0,-2,-2,61,5
" 1,458 ",37,0,91,23,0,0,0,0,2,0,147,31
" 1,459 ",34,0,0,-22,0,0,0,0,0,0,-139,31
" 1,460 ",37,0,155,61,0,0,0,0,4,1,-44,9
" 1,461 ",30,0,160,10,0,0,0,0,14,0,-24,13
" 1,462 ",36,0,8,-12,0,0,0,0,-11,0,0,-1
" 1,463 ",37,0,133,34,0,-3,0,-3,26,3,407,-2
" 1,464 ",37,0,157,-9,0,0,0,0,-29,0,685,0
" 1,465 ",37,1,95,-2,0,0,0,0,-3,0,6,-1
" 1,466 ",34,0,168,9,1,0,3,0,31,0,37,-1
" 1,467 ",37,0,212,8,1,0,3,0,35,3,-1909,0
" 1,468 ",9,0,0,0,0,0,0,0,0,0,0,31
" 1,469 ",37,0,41,-25,0,0,0,0,-2,0,-19,7
" 1,470 ",31,0,123,-1,1,1,3,3,16,0,-385,0
" 1,471 ",35,0,75,-63,0,0,0,0,-44,-1,103,2
" 1,472 ",37,0,120,0,0,0,0,0,-6,0,-19,-1
" 1,473 ",34,1,25,0,0,0,0,0,9,0,0,1
" 1,474 ",37,0,21,-9,0,0,0,0,-3,0,0,-3
" 1,475 ",37,0,107,12,0,-5,0,-3,-24,0,22,0
" 1,476 ",37,0,146,-15,5,5,3,3,82,-1,-29,-9
" 1,477 ",37,0,173,2,0,0,0,0,46,2,-369,3
" 1,478 ",35,0,0,0,0,0,0,0,0,0,0,31
" 1,479 ",37,0,138,-1,0,0,0,0,-4,2,-16,-3
" 1,480 ",37,0,160,-1,0,0,0,0,-10,-1,-176,-14
" 1,481 ",29,0,116,-88,0,-2,0,-3,-33,-1,133,4
" 1,482 ",37,0,114,0,0,0,0,0,13,0,88,-3
" 1,483 ",37,0,158,1,0,0,0,0,17,2,16,7
" 1,484 ",37,0,176,-1,1,1,4,4,8,-1,1519,3
" 1,485 ",35,0,148,-11,0,0,0,0,-8,-1,353,-4
" 1,486 ",36,0,155,0,0,-2,0,-3,-29,0,-930,0
" 1,487 ",37,0,94,8,0,0,0,0,3,0,-42,-43
" 1,488 ",36,1,5,0,0,0,0,0,0,0,0,31
" 1,489 ",37,1,94,-4,1,0,3,1,22,-1,912,-7
" 1,490 ",37,0,89,-55,0,0,0,0,-3,-8,183,0
" 1,491 ",31,0,28,-2,0,0,0,0,0,0,8,31
" 1,492 ",37,0,38,-3,0,0,0,0,0,0,21,31
" 1,493 ",37,0,136,17,0,-1,0,-3,15,2,12,-3
" 1,494 ",36,0,62,-1,0,0,0,0,2,0,49,31
" 1,495 ",36,0,134,-12,2,-1,3,0,11,-2,12003,0
" 1,496 ",36,0,10,-35,0,0,0,0,-4,0,0,-185
" 1,497 ",35,0,219,10,3,1,3,0,82,-5,353,0
" 1,498 ",29,0,77,-3,0,0,0,0,-7,0,0,3
" 1,499 ",36,0,162,7,0,0,0,0,29,1,-10,0
" 1,500 ",35,0,68,-11,0,0,0,0,4,0,-22,-5
" 1,501 ",36,0,62,8,0,0,0,0,2,0,-2859,-56
" 1,502 ",36,0,153,-12,0,0,0,0,17,2,73,3
" 1,503 ",35,0,147,-73,1,0,3,0,49,-4,7926,0
" 1,504 ",36,0,70,0,0,0,0,0,0,0,-55,31
" 1,505 ",36,0,99,33,0,0,0,0,8,0,-205,31
" 1,506 ",35,0,224,0,0,-1,0,-3,-4,0,227,0
" 1,507 ",33,0,107,16,0,0,0,0,16,6,-16,3
" 1,508 ",36,0,232,17,1,0,3,0,12,-3,-3264,0
" 1,509 ",34,0,165,-35,6,4,3,0,11,-2,184,0
" 1,510 ",30,0,210,-45,3,1,3,0,23,-2,-641,0
" 1,511 ",36,0,154,1,2,2,3,3,30,-1,-105,0
" 1,512 ",36,0,193,-1,1,1,3,3,10,-1,843,2
" 1,513 ",36,0,31,-2,0,0,0,0,1,0,13,17
" 1,514 ",36,0,176,26,0,0,0,0,-18,1,493,4
" 1,515 ",35,0,74,18,0,0,0,0,8,0,15,31
" 1,516 ",36,0,167,-5,0,0,0,0,-9,0,-509,4
" 1,517 ",34,0,132,0,0,0,0,0,-8,1,-24,2
" 1,518 ",36,0,182,-3,2,0,3,0,8,-1,-122,0
" 1,519 ",36,0,40,-39,0,-1,0,-3,-19,0,-71,-4
" 1,520 ",35,0,0,-67,0,0,0,0,-4,0,5,2
" 1,521 ",17,0,34,20,1,1,2,2,24,0,2,15
" 1,522 ",18,0,31,-16,0,0,0,0,-3,0,13,-158
" 1,523 ",16,1,69,-72,0,0,0,0,-6,-1,533,-1
" 1,524 ",18,0,157,-5,0,0,0,0,-31,2,-36,-3
" 1,525 ",17,0,114,5,0,0,0,0,-67,0,-209,0
" 1,526 ",18,0,129,43,0,0,0,0,-3,1,-127,5
" 1,527 ",18,0,57,0,0,0,0,0,0,0,11,31
" 1,528 ",18,0,52,-31,1,-2,3,0,61,0,-46,-3
" 1,529 ",18,0,19,19,0,0,0,0,4,0,0,31
" 1,530 ",18,0,164,-4,0,0,0,0,22,-2,32,-4
" 1,531 ",18,0,128,-12,0,0,0,0,-1,-1,11,1
" 1,532 ",17,1,0,0,0,0,0,0,0,0,4,30
" 1,533 ",18,0,96,0,0,0,0,0,0,0,-33,18
" 1,534 ",18,0,186,80,1,-1,3,0,126,1,96,0
" 1,535 ",7,0,3,0,0,-1,0,-3,4,0,0,5
" 1,536 ",18,0,183,-4,0,-3,0,-3,14,0,-1596,6
" 1,537 ",18,0,130,-8,0,0,0,0,7,1,1445,0
" 1,538 ",18,0,5,-1,0,0,0,0,0,0,0,31
" 1,539 ",18,0,140,-32,0,0,0,0,17,-1,-1458,0
" 1,540 ",18,0,122,19,0,0,0,0,-1,0,-51,-3
" 1,541 ",15,0,159,11,0,0,0,0,11,1,-51,4
" 1,542 ",18,0,192,-1,5,0,3,0,-24,-1,-563,0
" 1,543 ",18,0,151,-9,1,-2,3,0,-9,-1,-589,-1
" 1,544 ",18,0,89,-17,1,1,3,3,0,-2,13,9
" 1,545 ",18,0,157,26,0,0,0,0,10,0,-2364,0
" 1,546 ",11,0,207,5,1,1,2,2,16,-2,111,0
" 1,547 ",18,0,72,-14,0,0,0,0,-15,-3,2005,-7
" 1,548 ",18,0,106,0,0,-2,0,-3,-2,0,-788,2
" 1,549 ",1,0,0,0,0,0,0,0,0,0,0,0
" 1,550 ",16,0,93,-4,0,0,0,0,-12,-3,-62,0
" 1,551 ",15,1,129,45,0,0,0,0,62,1,501,0
" 1,552 ",18,0,158,3,1,1,3,3,7,-5,42,2
" 1,553 ",18,0,75,1,0,0,0,0,5,0,-12,-2
" 1,554 ",18,0,147,-3,0,0,0,0,2,-2,-13,-2
" 1,555 ",19,0,201,-7,1,-2,3,0,22,-3,237,0
" 1,556 ",18,0,93,12,0,0,0,0,5,-2,210,0
" 1,557 ",17,0,97,71,0,0,0,0,8,1,-864,31
" 1,558 ",18,0,15,-5,0,0,0,0,4,0,-20,31
" 1,559 ",17,0,32,-36,0,0,0,0,-1,0,13,8
" 1,560 ",17,0,96,1,0,0,0,0,0,0,-7,31
" 1,561 ",18,0,38,-11,0,0,0,0,0,0,-15,31
" 1,562 ",18,0,135,-1,0,-2,0,-3,-5,-1,30,0
" 1,563 ",18,1,0,0,0,0,0,0,0,0,-517,31
" 1,564 ",18,0,106,-1,0,0,0,0,3,0,-102,-23
" 1,565 ",18,0,173,-10,0,-3,0,-3,0,-5,-190,-1
" 1,566 ",14,0,206,2,1,1,3,3,96,0,-936,-1
" 1,567 ",18,0,209,63,1,1,3,3,90,6,-122,-1
" 1,568 ",18,0,138,1,0,-3,0,-3,-52,0,-249,-2
" 1,569 ",18,0,147,-11,1,1,3,3,0,-1,-382,-1
" 1,570 ",18,0,185,-2,0,0,0,0,28,-2,-18,1
" 1,571 ",18,0,78,-36,0,0,0,0,41,-1,-22,1
" 1,572 ",18,0,72,-9,0,0,0,0,-4,0,-21,-41
" 1,573 ",17,0,129,-37,0,0,0,0,42,-2,-131,-1
" 1,574 ",18,0,3,-87,0,0,0,0,-10,-1,9,-1
" 1,575 ",17,0,182,14,0,-1,0,-3,0,-3,46,0
" 1,576 ",18,0,150,-3,1,1,4,4,-3,0,-152,-1
" 1,577 ",18,0,119,-17,3,1,3,0,10,-6,-30,2
" 1,578 ",18,0,114,-37,0,0,0,0,9,-2,-147,0
" 1,579 ",18,0,146,-1,0,0,0,0,1,0,75,-2
" 1,580 ",8,0,67,0,1,1,3,3,11,0,-12,-3
" 1,581 ",18,0,115,-45,0,0,0,0,18,-1,-149,0
" 1,582 ",17,0,48,-58,2,2,3,3,58,-2,-62,13
" 1,583 ",18,0,112,-16,0,0,0,0,103,-1,46,-1
" 1,584 ",17,0,46,-21,0,0,0,0,-7,0,15,26
" 1,585 ",17,1,104,2,0,0,0,0,3,0,-20,4
" 1,586 ",15,0,183,-3,1,-4,3,0,16,-3,-3976,0
" 1,587 ",18,0,152,-4,0,0,0,0,-32,-3,-211,7
" 1,588 ",13,0,99,4,0,0,0,0,-8,0,-195,9
" 1,589 ",13,0,143,16,0,-1,0,-3,31,0,55,0
" 1,590 ",18,0,73,49,0,0,0,0,8,0,29,31
" 1,591 ",18,0,149,0,1,1,3,3,54,0,278,0
" 1,592 ",16,0,182,-15,0,-10,0,-3,38,-5,254,0
" 1,593 ",18,0,0,0,0,0,0,0,0,0,0,31
" 1,594 ",18,0,45,45,0,0,0,0,4,1,5,31
" 1,595 ",18,0,180,-5,0,-2,0,-3,29,-1,-1519,-2
" 1,596 ",10,0,64,-6,0,0,0,0,10,0,45,-24
" 1,597 ",18,0,88,-49,0,0,0,0,-3,-3,36,-6
" 1,598 ",18,0,173,8,2,0,3,0,11,0,260,0
" 1,599 ",17,0,178,-6,1,0,3,0,-20,-5,5493,0
" 1,600 ",7,0,60,49,0,0,0,0,-3,3,0,-3
" 1,601 ",17,0,203,11,3,3,3,3,32,1,132,0
" 1,602 ",18,0,110,5,11,7,3,0,12,0,-1,5
" 1,603 ",16,0,169,1,0,0,0,0,-19,-2,77,0
" 1,604 ",16,0,127,-37,1,-1,3,0,12,-1,25,2
" 1,605 ",5,0,50,2,3,0,3,0,-9,-1,6,20
" 1,606 ",15,0,21,1,0,0,0,0,0,0,-18,31
" 1,607 ",17,0,142,0,1,-1,3,0,0,-1,-29,-2
" 1,608 ",11,0,185,63,3,3,3,3,104,-1,8,2
" 1,609 ",18,0,153,-1,0,0,0,0,19,0,96,-4
" 1,610 ",18,0,161,1,0,0,0,0,2,0,174,-3
" 1,611 ",18,0,105,0,0,-1,0,-3,-3,0,26,-1
" 1,612 ",14,0,152,-19,1,0,3,0,22,-36,-25,0
" 1,613 ",17,0,43,-2,0,0,0,0,0,0,-36,31
" 1,614 ",18,0,235,15,5,5,3,3,149,-1,-263,0
" 1,615 ",18,0,231,11,2,2,3,3,30,-1,-218,6
" 1,616 ",18,0,2,-42,0,0,0,0,-1,0,-1,27
" 1,617 ",18,0,0,0,0,0,0,0,0,0,0,31
" 1,618 ",17,0,172,3,4,3,3,0,96,1,141,0
" 1,619 ",18,0,175,29,4,3,3,0,1,-1,199,-2
" 1,620 ",16,0,181,3,0,0,0,0,10,0,59,0
" 1,621 ",12,0,100,-30,0,0,0,0,-17,0,47,-1
" 1,622 ",17,0,179,-5,2,1,3,0,48,6,4749,-1
" 1,623 ",17,0,23,-10,0,0,0,0,-1,0,0,-8
" 1,624 ",18,0,55,0,0,0,0,0,-9,0,-1,1
" 1,625 ",15,0,82,-30,1,0,3,0,-2,1,22,1
" 1,626 ",14,0,183,-6,7,4,3,0,56,-11,518,0
" 1,627 ",18,0,190,40,6,3,3,0,6,0,-147,0
" 1,628 ",22,0,207,-1,2,1,3,-2,-52,1,906,0
" 1,629 ",16,0,74,-3,0,0,0,0,8,0,-823,-33
" 1,630 ",18,0,161,0,0,0,0,0,31,0,1,0
" 1,631 ",18,0,142,1,2,2,3,3,12,4,-14,-4
" 1,632 ",18,0,28,-16,0,0,0,0,-6,0,3,2
" 1,633 ",17,0,186,-16,3,-3,3,0,14,1,-75,0
" 1,634 ",14,0,153,-46,1,0,3,0,3,-1,-324,4
" 1,635 ",17,0,130,-27,0,0,0,0,-9,-2,4,4
" 1,636 ",14,0,87,-28,0,0,0,0,6,0,-89,2
" 1,637 ",16,0,64,33,0,0,0,0,4,0,-4,31
" 1,638 ",15,0,145,52,7,6,3,0,30,2,105,2
" 1,639 ",18,0,36,-39,0,0,0,0,-20,0,0,1
" 1,640 ",17,1,0,-39,3,2,3,0,-22,-1,0,-25
" 1,641 ",18,1,182,0,2,0,3,0,5,-1,32,0
" 1,642 ",18,0,147,18,0,0,0,0,15,-1,-21,-1
" 1,643 ",17,0,191,-19,3,2,3,0,44,-1,69,0
" 1,644 ",18,0,72,1,2,2,3,3,2,0,-102,31
" 1,645 ",14,0,167,21,0,0,0,0,56,0,45,0
" 1,646 ",18,0,203,-4,1,-2,2,-1,-9,-3,1218,0
" 1,647 ",17,0,183,1,0,0,0,0,35,1,-181,0
" 1,648 ",18,0,45,45,2,2,3,3,56,0,-4,31
" 1,649 ",17,0,117,-2,0,-1,0,-3,4,0,-31,4
" 1,650 ",14,0,77,-11,0,0,0,0,-13,-1,-80,0
" 1,651 ",18,0,130,-15,1,1,3,3,62,0,13594,3
" 1,652 ",18,0,25,23,0,0,0,0,2,0,2,31
" 1,653 ",5,0,125,57,2,0,3,0,30,-2,1,5
" 1,654 ",10,0,146,7,0,0,0,0,53,5,-1,1
" 1,655 ",18,1,132,-30,0,0,0,0,12,6,-391,0
" 1,656 ",18,0,194,17,0,0,0,0,40,2,-167,-4
" 1,657 ",17,0,144,23,1,1,3,3,11,-1,-476,-1
" 1,658 ",18,0,76,-10,0,0,0,0,1,0,131,-2
" 1,659 ",16,1,5,5,0,0,0,0,2,0,0,31
" 1,660 ",11,0,15,15,0,0,0,0,2,0,0,31
" 1,661 ",18,0,132,-2,0,-1,0,-3,4,0,-142,31
" 1,662 ",9,0,39,-4,0,0,0,0,12,0,0,0
" 1,663 ",16,1,116,-9,1,1,3,3,-1,1,13,-4
" 1,664 ",15,0,94,-49,0,-6,0,-3,-8,-2,-178,0
" 1,665 ",16,0,69,-33,0,0,0,0,-4,0,41,14
" 1,666 ",17,0,66,15,0,0,0,0,28,0,-36,18
" 1,667 ",17,0,27,25,0,0,0,0,2,0,-1,31
" 1,668 ",18,0,0,-36,0,0,0,0,-6,0,0,-4
" 1,669 ",13,0,193,-24,1,1,3,3,2,1,3944,-1
" 1,670 ",13,0,22,-37,0,0,0,0,0,-1,2917,31
" 1,671 ",17,0,131,-1,0,0,0,0,7,0,97,8
" 1,672 ",17,1,2,1,0,0,0,0,0,0,0,61
" 1,673 ",18,0,201,-11,0,0,0,0,-10,-3,1079,0
" 1,674 ",17,0,96,0,0,-1,0,-3,-4,0,50,-18
" 1,675 ",17,0,54,1,0,0,0,0,7,0,3,-1
" 1,676 ",14,0,0,0,0,0,0,0,-4,0,0,4
" 1,677 ",17,0,72,-4,0,-2,0,-3,3,0,492,12
" 1,678 ",6,0,170,53,2,1,3,0,32,-2,2,-1
" 1,679 ",16,1,73,16,0,0,0,0,0,0,-196,31
" 1,680 ",17,0,36,16,0,0,0,0,24,0,39,2
" 1,681 ",18,0,110,-20,0,0,0,0,11,0,116,0
" 1,682 ",16,0,152,-27,6,6,3,3,17,-1,-1302,-2
" 1,683 ",16,0,96,38,0,-1,0,-3,12,2,-19,-1
" 1,684 ",18,0,96,-12,1,1,3,3,-2,-4,27,1
" 1,685 ",14,0,208,-20,1,1,3,3,296,-1,556,0
" 1,686 ",15,0,151,-12,0,-2,0,-3,-22,-3,-199,0
" 1,687 ",16,0,108,3,0,0,0,0,18,2,-16,2
" 1,688 ",18,0,99,8,0,0,0,0,16,0,-8,23
" 1,689 ",2,0,0,0,0,0,0,0,0,0,0,0
" 1,690 ",18,0,6,-26,0,0,0,0,-2,0,-225,10
" 1,691 ",18,0,2,1,0,0,0,0,0,0,28,31
" 1,692 ",17,0,142,-7,1,1,3,3,39,-1,56,0
" 1,693 ",18,0,0,-23,0,0,0,0,0,0,14,31
" 1,694 ",12,1,117,-14,0,0,0,0,-7,0,12,0
" 1,695 ",18,0,26,-11,0,-1,0,-3,17,0,-6,7
" 1,696 ",16,1,20,-41,0,0,0,0,-2,0,-675,-53
" 1,697 ",17,0,52,35,0,0,0,0,0,0,-14,31
" 1,698 ",17,0,98,6,0,0,0,0,16,0,-924,4
" 1,699 ",8,0,166,-2,6,2,3,-1,-3,0,-254,-1
" 1,700 ",17,0,119,15,8,8,3,3,8,-1,-240,0
" 1,701 ",17,0,130,10,0,0,0,0,2,0,424,3
" 1,702 ",15,0,84,4,0,0,0,0,21,4,0,2
" 1,703 ",17,0,147,-12,4,4,3,3,23,0,0,0
" 1,704 ",16,0,83,8,0,0,0,0,5,2,0,0
" 1,705 ",17,0,148,-16,0,0,0,0,21,2,-119,3
" 1,706 ",17,0,0,0,0,0,0,0,0,0,0,31
" 1,707 ",17,0,73,-59,0,0,0,0,-7,-3,-58,1
" 1,708 ",17,0,157,-24,0,0,0,0,4,1,126,-2
" 1,709 ",17,1,31,-27,0,0,0,0,-2,0,157,11
" 1,710 ",17,0,180,2,0,0,0,0,-6,2,0,1
" 1,711 ",17,1,0,0,0,0,0,0,0,0,0,31
" 1,712 ",14,0,67,65,0,0,0,0,4,0,73,31
" 1,713 ",17,0,137,-18,0,0,0,0,-6,0,-353,3
" 1,714 ",12,0,145,15,0,-2,0,-4,24,0,136,3
" 1,715 ",17,0,197,21,1,1,3,3,33,1,5,-3
" 1,716 ",17,0,229,1,2,1,3,0,-64,1,-240,0
" 1,717 ",16,0,56,56,0,0,0,0,2,0,-24,31
" 1,718 ",17,0,160,-20,0,0,0,0,-10,-5,-92,0
" 1,719 ",17,0,100,-77,1,1,3,3,-2,-2,53,15
" 1,720 ",17,0,140,58,3,1,3,0,30,2,22,3
" 1,721 ",15,0,105,-5,1,0,3,0,-34,0,191,3
" 1,722 ",17,0,159,-10,0,0,0,0,8,0,1426,0
" 1,723 ",13,0,125,9,0,0,0,0,-8,0,17,-1
" 1,724 ",15,1,165,-11,0,0,0,0,98,1,110,-2
" 1,725 ",12,0,130,-50,2,2,4,4,-35,-1,-556,-2
" 1,726 ",16,0,85,-15,0,0,0,0,3,0,-1,15
" 1,727 ",17,0,125,-2,0,0,0,0,23,0,-38,2
" 1,728 ",17,0,83,-1,2,1,3,0,-12,0,-151,-10
" 1,729 ",12,0,47,-15,0,0,0,0,18,0,-53,-13
" 1,730 ",16,0,178,1,0,0,0,0,4,2,-891,-1
" 1,731 ",17,0,157,-12,0,0,0,0,25,-1,23,6
" 1,732 ",17,0,162,35,2,1,3,0,22,1,-2411,-2
" 1,733 ",14,0,57,1,0,0,0,0,15,1,-7,3
" 1,734 ",16,0,41,-61,0,0,0,0,0,0,92,14
" 1,735 ",4,0,60,-48,0,0,0,0,-13,-2,233,5
" 1,736 ",17,0,125,-18,0,0,0,0,23,-1,-26,0
" 1,737 ",17,0,174,11,0,0,0,0,21,1,-11,3
" 1,738 ",17,0,169,-9,0,0,0,0,-32,2,76,0
" 1,739 ",17,0,111,-21,0,0,0,0,-18,-1,20,4
" 1,740 ",15,0,184,-4,3,2,3,0,14,-3,1139,-1
" 1,741 ",17,0,119,64,0,0,0,0,4,4,199,31
" 1,742 ",17,0,95,-10,1,1,3,3,65,0,-5,0
" 1,743 ",14,0,107,10,0,0,0,0,7,0,0,10
" 1,744 ",17,0,128,-1,0,0,0,0,17,0,-320,0
" 1,745 ",17,0,118,-38,3,3,3,3,11,-1,-146,15
" 1,746 ",17,0,212,-2,0,-1,0,-3,51,-2,2420,2
" 1,747 ",11,0,174,-28,2,-2,3,0,-41,-2,736,0
" 1,748 ",17,0,108,1,0,0,0,0,-1,0,41,-18
" 1,749 ",17,0,214,-13,1,-8,2,-1,2,4,577,-1
" 1,750 ",16,0,128,3,0,0,0,0,8,2,50,6
" 1,751 ",17,0,101,-1,1,1,3,3,60,0,-90,31
" 1,752 ",14,0,67,24,0,0,0,0,4,0,-14,-2
