ID,Longevity - Months,Churn,Happiness Index - Current Month,Happiness Index - Change,Support Cases - Current Month,Support Cases - Change,Support Priority - Current Month,Support Priority - Change,Logins - Change,Blogs - Change,Views - Change,Days Since Last Login - Change
1583,17,0,46,-21,0,0,0,0,-7,0,15,26
1584,17,1,104,2,0,0,0,0,3,0,-20,4
1585,15,0,183,-3,1,-4,3,0,16,-3,-3976,0
1586,18,0,152,-4,0,0,0,0,-32,-3,-211,7
1587,13,0,99,4,0,0,0,0,-8,0,-195,9
1588,13,0,143,16,0,-1,0,-3,31,0,55,0
1589,18,0,73,49,0,0,0,0,8,0,29,31
1590,18,0,149,0,1,1,3,3,54,0,278,0
1591,16,0,182,-15,0,-10,0,-3,38,-5,254,0
1592,18,0,0,0,0,0,0,0,0,0,0,31
1593,18,0,45,45,0,0,0,0,4,1,5,31
1594,18,0,180,-5,0,-2,0,-3,29,-1,-1519,-2
1595,10,0,64,-6,0,0,0,0,10,0,45,-24
1596,18,0,88,-49,0,0,0,0,-3,-3,36,-6
1597,18,0,173,8,2,0,3,0,11,0,260,0
1598,17,0,178,-6,1,0,3,0,-20,-5,5493,0
1599,7,0,60,49,0,0,0,0,-3,3,0,-3
1600,17,0,203,11,3,3,3,3,32,1,132,0
1601,18,0,110,5,11,7,3,0,12,0,-1,5
1602,16,0,169,1,0,0,0,0,-19,-2,77,0
1603,16,0,127,-37,1,-1,3,0,12,-1,25,2
1604,5,0,50,2,3,0,3,0,-9,-1,6,20
1605,15,0,21,1,0,0,0,0,0,0,-18,31
1606,17,0,142,0,1,-1,3,0,0,-1,-29,-2
1607,11,0,185,63,3,3,3,3,104,-1,8,2
1608,18,0,153,-1,0,0,0,0,19,0,96,-4
1609,18,0,161,1,0,0,0,0,2,0,174,-3
1610,18,0,105,0,0,-1,0,-3,-3,0,26,-1
1611,14,0,152,-19,1,0,3,0,22,-36,-25,0
1612,17,0,43,-2,0,0,0,0,0,0,-36,31
1613,18,0,235,15,5,5,3,3,149,-1,-263,0
1614,18,0,231,11,2,2,3,3,30,-1,-218,6
1615,18,0,2,-42,0,0,0,0,-1,0,-1,27
1616,18,0,0,0,0,0,0,0,0,0,0,31
1617,17,0,172,3,4,3,3,0,96,1,141,0
1618,18,0,175,29,4,3,3,0,1,-1,199,-2
1619,16,0,181,3,0,0,0,0,10,0,59,0
1620,12,0,100,-30,0,0,0,0,-17,0,47,-1
1621,17,0,179,-5,2,1,3,0,48,6,4749,-1
1622,17,0,23,-10,0,0,0,0,-1,0,0,-8
1623,18,0,55,0,0,0,0,0,-9,0,-1,1
1624,15,0,82,-30,1,0,3,0,-2,1,22,1
1625,14,0,183,-6,7,4,3,0,56,-11,518,0
1626,18,0,190,40,6,3,3,0,6,0,-147,0
1627,22,0,207,-1,2,1,3,-2,-52,1,906,0
1628,16,0,74,-3,0,0,0,0,8,0,-823,-33
1629,18,0,161,0,0,0,0,0,31,0,1,0
1630,18,0,142,1,2,2,3,3,12,4,-14,-4
1631,18,0,28,-16,0,0,0,0,-6,0,3,2
1632,17,0,186,-16,3,-3,3,0,14,1,-75,0
1633,14,0,153,-46,1,0,3,0,3,-1,-324,4
1634,17,0,130,-27,0,0,0,0,-9,-2,4,4
1635,14,0,87,-28,0,0,0,0,6,0,-89,2
1636,16,0,64,33,0,0,0,0,4,0,-4,31
1637,15,0,145,52,7,6,3,0,30,2,105,2
1638,18,0,36,-39,0,0,0,0,-20,0,0,1
1639,17,1,0,-39,3,2,3,0,-22,-1,0,-25
1640,18,1,182,0,2,0,3,0,5,-1,32,0
1641,18,0,147,18,0,0,0,0,15,-1,-21,-1
1642,17,0,191,-19,3,2,3,0,44,-1,69,0
1643,18,0,72,1,2,2,3,3,2,0,-102,31
1644,14,0,167,21,0,0,0,0,56,0,45,0
1645,18,0,203,-4,1,-2,2,-1,-9,-3,1218,0
1646,17,0,183,1,0,0,0,0,35,1,-181,0
1647,18,0,45,45,2,2,3,3,56,0,-4,31
1648,17,0,117,-2,0,-1,0,-3,4,0,-31,4
1649,14,0,77,-11,0,0,0,0,-13,-1,-80,0
1650,18,0,130,-15,1,1,3,3,62,0,13594,3
1651,18,0,25,23,0,0,0,0,2,0,2,31
1652,5,0,125,57,2,0,3,0,30,-2,1,5
1653,10,0,146,7,0,0,0,0,53,5,-1,1
1654,18,1,132,-30,0,0,0,0,12,6,-391,0
1655,18,0,194,17,0,0,0,0,40,2,-167,-4
1656,17,0,144,23,1,1,3,3,11,-1,-476,-1
1657,18,0,76,-10,0,0,0,0,1,0,131,-2
1658,16,1,5,5,0,0,0,0,2,0,0,31
1659,11,0,15,15,0,0,0,0,2,0,0,31
1660,18,0,132,-2,0,-1,0,-3,4,0,-142,31
1661,9,0,39,-4,0,0,0,0,12,0,0,0
1662,16,1,116,-9,1,1,3,3,-1,1,13,-4
1663,15,0,94,-49,0,-6,0,-3,-8,-2,-178,0
1664,16,0,69,-33,0,0,0,0,-4,0,41,14
1665,17,0,66,15,0,0,0,0,28,0,-36,18
1666,17,0,27,25,0,0,0,0,2,0,-1,31
1667,18,0,0,-36,0,0,0,0,-6,0,0,-4
1668,13,0,193,-24,1,1,3,3,2,1,3944,-1
1669,13,0,22,-37,0,0,0,0,0,-1,2917,31
1670,17,0,131,-1,0,0,0,0,7,0,97,8
1671,17,1,2,1,0,0,0,0,0,0,0,61
1672,18,0,201,-11,0,0,0,0,-10,-3,1079,0
1673,17,0,96,0,0,-1,0,-3,-4,0,50,-18
1674,17,0,54,1,0,0,0,0,7,0,3,-1
1675,14,0,0,0,0,0,0,0,-4,0,0,4
1676,17,0,72,-4,0,-2,0,-3,3,0,492,12
1677,6,0,170,53,2,1,3,0,32,-2,2,-1
1678,16,1,73,16,0,0,0,0,0,0,-196,31
1679,17,0,36,16,0,0,0,0,24,0,39,2
1680,18,0,110,-20,0,0,0,0,11,0,116,0
1681,16,0,152,-27,6,6,3,3,17,-1,-1302,-2
1682,16,0,96,38,0,-1,0,-3,12,2,-19,-1
1683,18,0,96,-12,1,1,3,3,-2,-4,27,1
1684,14,0,208,-20,1,1,3,3,296,-1,556,0
1685,15,0,151,-12,0,-2,0,-3,-22,-3,-199,0
1686,16,0,108,3,0,0,0,0,18,2,-16,2
1687,18,0,99,8,0,0,0,0,16,0,-8,23
1688,2,0,0,0,0,0,0,0,0,0,0,0
1689,18,0,6,-26,0,0,0,0,-2,0,-225,10
1690,18,0,2,1,0,0,0,0,0,0,28,31
1691,17,0,142,-7,1,1,3,3,39,-1,56,0
1692,18,0,0,-23,0,0,0,0,0,0,14,31
1693,12,1,117,-14,0,0,0,0,-7,0,12,0
1694,18,0,26,-11,0,-1,0,-3,17,0,-6,7
1695,16,1,20,-41,0,0,0,0,-2,0,-675,-53
1696,17,0,52,35,0,0,0,0,0,0,-14,31
1697,17,0,98,6,0,0,0,0,16,0,-924,4
1698,8,0,166,-2,6,2,3,-1,-3,0,-254,-1
1699,17,0,119,15,8,8,3,3,8,-1,-240,0
1700,17,0,130,10,0,0,0,0,2,0,424,3
1701,15,0,84,4,0,0,0,0,21,4,0,2
1702,17,0,147,-12,4,4,3,3,23,0,0,0
1703,16,0,83,8,0,0,0,0,5,2,0,0
1704,17,0,148,-16,0,0,0,0,21,2,-119,3
1705,17,0,0,0,0,0,0,0,0,0,0,31
1706,17,0,73,-59,0,0,0,0,-7,-3,-58,1
1707,17,0,157,-24,0,0,0,0,4,1,126,-2
1708,17,1,31,-27,0,0,0,0,-2,0,157,11
1709,17,0,180,2,0,0,0,0,-6,2,0,1
1710,17,1,0,0,0,0,0,0,0,0,0,31
1711,14,0,67,65,0,0,0,0,4,0,73,31
1712,17,0,137,-18,0,0,0,0,-6,0,-353,3
1713,12,0,145,15,0,-2,0,-4,24,0,136,3
1714,17,0,197,21,1,1,3,3,33,1,5,-3
1715,17,0,229,1,2,1,3,0,-64,1,-240,0
1716,16,0,56,56,0,0,0,0,2,0,-24,31
1717,17,0,160,-20,0,0,0,0,-10,-5,-92,0
1718,17,0,100,-77,1,1,3,3,-2,-2,53,15
1719,17,0,140,58,3,1,3,0,30,2,22,3
1720,15,0,105,-5,1,0,3,0,-34,0,191,3
1721,17,0,159,-10,0,0,0,0,8,0,1426,0
1722,13,0,125,9,0,0,0,0,-8,0,17,-1
1723,15,1,165,-11,0,0,0,0,98,1,110,-2
1724,12,0,130,-50,2,2,4,4,-35,-1,-556,-2
1725,16,0,85,-15,0,0,0,0,3,0,-1,15
1726,17,0,125,-2,0,0,0,0,23,0,-38,2
1727,17,0,83,-1,2,1,3,0,-12,0,-151,-10
1728,12,0,47,-15,0,0,0,0,18,0,-53,-13
1729,16,0,178,1,0,0,0,0,4,2,-891,-1
1730,17,0,157,-12,0,0,0,0,25,-1,23,6
1731,17,0,162,35,2,1,3,0,22,1,-2411,-2
1732,14,0,57,1,0,0,0,0,15,1,-7,3
1733,16,0,41,-61,0,0,0,0,0,0,92,14
1734,4,0,60,-48,0,0,0,0,-13,-2,233,5
1735,17,0,125,-18,0,0,0,0,23,-1,-26,0
1736,17,0,174,11,0,0,0,0,21,1,-11,3
1737,17,0,169,-9,0,0,0,0,-32,2,76,0
1738,17,0,111,-21,0,0,0,0,-18,-1,20,4
1739,15,0,184,-4,3,2,3,0,14,-3,1139,-1
1740,17,0,119,64,0,0,0,0,4,4,199,31
1741,17,0,95,-10,1,1,3,3,65,0,-5,0
1742,14,0,107,10,0,0,0,0,7,0,0,10
1743,17,0,128,-1,0,0,0,0,17,0,-320,0
1744,17,0,118,-38,3,3,3,3,11,-1,-146,15
1745,17,0,212,-2,0,-1,0,-3,51,-2,2420,2
1746,11,0,174,-28,2,-2,3,0,-41,-2,736,0
1747,17,0,108,1,0,0,0,0,-1,0,41,-18
1748,17,0,214,-13,1,-8,2,-1,2,4,577,-1
1749,16,0,128,3,0,0,0,0,8,2,50,6
1750,17,0,101,-1,1,1,3,3,60,0,-90,31
1751,14,0,67,24,0,0,0,0,4,0,-14,-2
1752,17,0,22,-30,0,0,0,0,10,0,11,0
1753,16,1,93,-46,0,0,0,0,-22,-1,61,-10
1754,16,1,132,-71,0,0,0,0,1,-1,1209,0
1755,13,0,131,-11,0,-1,0,-3,3,-1,-60,5
1756,16,0,187,47,0,0,0,0,16,1,-342,-1
1757,17,0,92,0,0,0,0,0,-1,0,-133,0
1758,16,0,139,1,0,-2,0,-3,29,0,-13,-1
1759,12,1,0,0,0,0,0,0,0,0,0,31
1760,17,0,81,-1,0,0,0,0,-1,0,56,3
1761,13,0,45,-16,0,-1,0,-3,-1,0,-3,-2
1762,17,0,58,-9,0,0,0,0,-11,0,-8,-5
1763,16,1,205,2,0,-2,0,-3,37,-3,1125,5
1764,17,0,50,-46,0,-1,0,-3,-1,0,12,4
1765,17,0,157,-12,0,-5,0,-3,-44,-1,-490,5
1766,17,0,0,0,0,0,0,0,0,0,0,31
1767,17,0,80,-15,0,0,0,0,-1,0,-190,-1
1768,15,1,78,-4,0,0,0,0,14,0,21,0
1769,17,0,163,11,0,0,0,0,39,5,-574,0
1770,16,0,43,8,0,0,0,0,-1,0,0,-112
1771,16,0,12,-25,0,0,0,0,-4,0,1,-4
1772,15,0,117,-18,1,1,3,3,-15,1,-111,0
1773,17,0,0,0,0,0,0,0,0,0,0,31
1774,8,0,60,10,0,0,0,0,1,0,-9,-19
1775,14,0,132,-31,0,0,0,0,-26,-1,0,0
1776,16,0,135,12,0,0,0,0,-5,1,0,7
1777,17,0,104,-48,0,-2,0,-3,-20,-1,-320,2
1778,15,0,115,35,0,0,0,0,12,0,-22,31
1779,12,0,120,5,1,1,3,3,9,0,0,3
1780,17,0,140,-35,0,0,0,0,-9,-2,-110,-8
1781,17,1,31,-25,0,0,0,0,0,0,18,31
1782,12,1,68,68,0,0,0,0,14,3,-3,31
1783,15,0,113,2,0,0,0,0,30,2,0,-1
1784,14,0,191,66,8,7,3,3,112,3,-1156,0
1785,15,0,106,8,3,2,3,0,-42,0,34,0
1786,14,0,150,-15,0,-4,0,-3,-36,0,-134,0
1787,17,0,140,0,0,0,0,0,1,0,-750,0
1788,16,0,80,24,0,0,0,0,82,3,17,-10
1789,16,0,207,1,0,-1,0,-3,5,1,641,1
1790,17,0,179,-2,0,-1,0,-2,-2,-2,52,0
1791,17,0,171,30,0,0,0,0,20,6,1926,0
1792,16,0,170,-11,0,-3,0,-3,-14,0,7423,0
1793,16,0,48,-5,0,-2,0,-3,-22,0,109,-1
1794,17,0,146,-7,0,0,0,0,-2,3,0,-1
1795,15,0,171,-1,0,0,0,0,6,-1,33,3
1796,17,0,89,9,0,0,0,0,12,0,-11,31
1797,1,0,0,0,0,0,0,0,0,0,0,0
1798,15,0,20,-60,0,0,0,0,-10,0,-715,0
1799,5,0,65,43,0,0,0,0,0,0,0,0
1800,17,0,108,-17,8,6,3,0,125,-4,272,-9
1801,17,0,35,-36,0,-1,0,-3,6,-1,-15,-62
1802,16,1,0,-12,0,0,0,0,-2,0,-1,-90
1803,17,0,133,-52,0,0,0,0,54,-2,-1,0
1804,17,0,86,-22,1,1,3,3,6,-1,-117,-2
1805,17,0,80,-1,0,0,0,0,-6,0,22,-1
1806,17,0,77,45,0,0,0,0,2,1,7,31
1807,16,0,0,0,0,0,0,0,0,0,0,31
1808,14,0,0,0,0,0,0,0,0,0,-38,31
1809,17,1,154,44,0,-1,0,-3,-7,2,-185,6
1810,13,0,130,-38,0,-2,0,-3,-10,-3,25,-1
1811,15,0,144,2,0,0,0,0,26,2,-294,3
1812,3,0,25,25,1,1,3,3,12,0,0,0
1813,17,0,60,8,0,0,0,0,5,0,27,25
1814,17,0,246,12,1,-7,3,0,-51,-6,2112,0
1815,17,0,213,-11,6,4,3,0,58,6,-77,0
1816,16,0,110,10,2,2,3,3,-6,0,-95,0
1817,15,0,188,-12,0,0,0,0,14,-7,141,-3
1818,35,0,169,-26,1,1,3,3,46,1,-193,0
1819,32,0,111,-10,1,1,3,3,17,0,-26,-1
1820,25,0,155,31,3,-1,3,0,86,5,-90,-4
1821,32,0,73,11,0,0,0,0,6,0,-9,18
1822,32,1,18,-1,0,0,0,0,-2,0,-15,7
1823,31,0,110,-15,0,0,0,0,11,0,562,0
1824,21,0,141,-13,0,0,0,0,-4,2,-236,-3
1825,32,0,150,0,0,0,0,0,-45,0,-3336,0
1826,32,0,159,45,0,0,0,0,21,1,-66,0
1827,29,0,99,-14,0,0,0,0,6,0,-1,0
1828,30,0,139,-1,0,0,0,0,44,0,-20,-2
1829,31,0,172,-2,1,0,3,1,-4,-1,-1229,0
1830,30,1,65,0,0,0,0,0,0,0,0,31
1831,32,0,46,-9,0,0,0,0,-22,0,-123,10
1832,31,1,95,23,0,0,0,0,0,0,3,31
1833,29,0,116,-1,0,0,0,0,5,-2,-32,-2
1834,30,0,89,9,0,0,0,0,17,0,-490,0
1835,32,0,215,15,0,0,0,0,65,-1,2472,0
1836,24,0,40,-61,0,0,0,0,1,-1,14,-19
1837,31,0,100,-21,0,0,0,0,3,0,44,-4
1838,29,0,129,-13,0,-1,0,-2,-42,0,-503,0
1839,32,0,139,30,0,0,0,0,5,2,-112,0
1840,27,0,80,0,0,0,0,0,-2,0,-96,1
1841,31,0,82,0,0,0,0,0,-5,0,-200,0
1842,27,0,12,1,0,0,0,0,0,0,6,30
1843,28,0,182,8,0,0,0,0,28,-2,71,-5
1844,30,0,30,-10,0,0,0,0,-1,0,1,-20
1845,31,0,57,-5,2,2,3,3,22,0,19,31
1846,31,0,168,18,0,-6,0,-3,-1,3,-48,10
1847,31,0,78,0,0,0,0,0,0,0,54,31
1848,29,0,63,-2,0,0,0,0,4,0,-1,10
1849,31,0,158,10,4,4,3,3,48,0,128,0
1850,31,0,85,-10,0,0,0,0,0,0,-602,3
1851,32,0,70,2,0,0,0,0,5,0,0,-9
1852,31,0,107,-1,0,0,0,0,3,0,-126,-5
1853,31,0,18,-40,0,0,0,0,-2,0,385,-5
1854,31,0,205,5,0,0,0,0,41,-2,-286,-1
1855,31,0,131,13,0,0,0,0,3,0,230,16
1856,31,0,115,0,0,0,0,0,1,0,-9,21
1857,30,0,167,37,0,0,0,0,9,1,-76,3
1858,31,0,176,-11,4,3,3,0,89,0,83,0
1859,30,1,106,-25,0,0,0,0,-3,0,847,4
1860,31,0,79,25,0,0,0,0,4,0,-36,31
1861,26,0,0,-27,0,0,0,0,0,0,13,31
1862,30,0,26,-35,0,0,0,0,-4,0,9,-182
1863,28,0,145,11,0,0,0,0,9,0,27,3
1864,35,0,190,-3,3,2,3,0,11,2,555,-1
1865,31,0,221,11,0,-2,0,-4,42,5,491,0
1866,31,0,60,-3,0,0,0,0,-2,0,-11,-6
1867,29,0,187,9,1,1,3,3,40,0,-545,-1
1868,31,0,86,50,6,6,3,3,23,1,0,17
1869,13,0,130,-10,0,0,0,0,-2,0,350,5
1870,30,1,30,0,0,0,0,0,4,0,0,4
1871,31,1,105,1,0,-1,0,-3,-17,0,-1382,-4
1872,31,0,55,-26,0,0,0,0,5,-1,0,-2
1873,31,0,124,2,0,0,0,0,0,0,-11,31
1874,27,0,73,-2,0,0,0,0,1,0,7,-2
1875,30,0,57,-71,0,-4,0,-3,-23,-1,509,4
1876,29,0,200,5,0,0,0,0,104,-1,705,0
1877,29,0,178,-5,0,0,0,0,38,-2,-123,0
1878,31,0,92,-2,0,0,0,0,-4,0,8,-3
1879,31,0,75,10,1,1,3,3,4,0,0,-30
1880,31,0,115,46,0,-1,0,-3,-17,0,11,0
1881,31,0,40,40,0,0,0,0,6,0,0,30
1882,31,0,34,0,0,0,0,0,0,0,8,31
1883,31,0,62,-11,0,0,0,0,1,0,8,15
1884,31,0,163,-12,2,-1,3,-1,18,-11,1337,0
1885,31,0,158,44,0,0,0,0,22,2,1048,-5
1886,31,0,97,14,3,3,3,3,18,0,-27,-3
1887,31,0,139,14,0,0,0,0,8,1,9,3
1888,31,0,129,41,1,0,3,0,59,1,-28,-1
1889,31,0,17,0,0,0,0,0,-2,0,4,-154
1890,20,0,126,36,3,0,3,0,-1,2,36,1
1891,31,1,176,0,0,-4,0,-3,39,1,-1234,-1
1892,31,0,0,-25,0,0,0,0,-1,0,28,11
1893,30,0,166,-1,0,0,0,0,-5,-1,138,3
1894,30,1,72,-1,0,0,0,0,-4,0,-71,-33
1895,31,0,86,-10,0,0,0,0,1,0,0,13
1896,31,0,211,10,0,0,0,0,40,1,-3700,0
1897,31,0,124,-13,2,2,3,3,-4,-3,-27,3
1898,29,0,73,37,0,0,0,0,23,0,-2,0
1899,13,0,70,-10,0,0,0,0,2,0,8,-33
1900,30,0,22,-1,0,0,0,0,-3,0,0,-15
1901,31,0,150,-9,0,0,0,0,-11,1,211,-3
1902,29,0,187,-16,0,-2,0,-3,37,-2,336,-1
1903,30,0,205,10,0,-1,0,-3,116,4,-122,0
1904,29,1,110,-2,0,0,0,0,-7,0,1,-3
1905,29,0,195,12,1,1,3,3,65,3,-774,4
1906,31,0,26,0,0,0,0,0,-4,0,-18,-13
1907,31,0,0,0,0,0,0,0,0,0,-3,31
1908,6,1,0,-35,0,0,0,0,-16,0,1,7
1909,30,0,48,0,0,0,0,0,0,0,-66,31
1910,31,0,220,20,4,4,3,3,50,-5,-314,0
1911,31,0,93,-29,0,0,0,0,5,-2,233,13
1912,28,0,133,8,0,0,0,0,17,0,-18,-16
1913,30,0,85,12,0,0,0,0,9,3,0,19
1914,1,0,0,0,0,0,0,0,0,0,0,0
1915,31,0,109,6,0,0,0,0,13,0,116,0
1916,28,0,104,-48,1,1,3,3,-10,-1,83,-2
1917,31,0,60,25,0,0,0,0,1,0,-4,17
1918,18,0,100,-5,0,0,0,0,0,0,-2,0
1919,29,0,97,-31,0,0,0,0,-7,-2,-44,-3
1920,31,0,97,-18,0,0,0,0,-8,0,-100,-64
1921,31,0,82,-42,0,-1,0,-3,-9,-1,-31,4
1922,31,0,131,-36,0,0,0,0,-3,-1,-169,0
1923,28,0,142,-40,0,-2,0,-3,82,-2,238,-2
1924,18,0,214,-5,1,-1,3,0,33,5,410,0
1925,30,1,34,-24,0,0,0,0,-4,0,7,-30
1926,28,0,205,17,0,0,0,0,143,2,7,0
1927,30,0,121,-1,0,0,0,0,1,0,-240,1
1928,28,0,7,-40,0,0,0,0,0,0,-30,31
1929,30,0,105,10,3,0,3,0,26,1,-1680,-2
1930,31,0,110,1,0,0,0,0,17,1,-92,3
1931,31,0,69,-2,0,0,0,0,3,0,62,19
1932,30,0,290,68,4,3,3,0,22,1,276,0
1933,30,0,110,-2,0,0,0,0,15,0,-72,-1
1934,30,0,179,62,1,-1,2,-1,21,6,-6143,0
1935,30,0,161,-5,0,0,0,0,8,0,2589,-4
1936,25,0,118,-3,0,0,0,0,7,0,-14,-1
1937,30,0,156,-4,1,0,4,1,13,-3,13,-8
1938,30,0,185,-18,1,-1,3,0,57,6,396,0
1939,4,0,25,-10,0,0,0,0,-24,0,0,11
1940,30,0,205,30,1,1,3,3,39,0,2386,0
1941,30,0,194,6,0,0,0,0,45,8,363,0
1942,24,0,89,-29,0,0,0,0,-17,-2,-1,0
1943,1,0,0,0,0,0,0,0,0,0,0,0
1944,30,0,35,-18,0,-1,0,-3,0,0,0,6
1945,28,0,54,8,0,0,0,0,0,0,6,31
1946,27,1,86,0,0,0,0,0,3,0,0,-17
1947,30,0,88,6,0,0,0,0,3,0,60,-85
1948,30,0,157,0,0,-1,0,-3,10,0,-61,1
1949,28,0,119,41,0,0,0,0,7,1,-1,10
1950,30,0,0,0,0,0,0,0,0,0,0,31
1951,29,0,191,-4,0,-1,0,-3,38,9,-40,13
1952,28,0,0,0,0,0,0,0,0,0,0,31
1953,30,0,141,-1,4,2,3,0,11,0,-9,0
1954,29,0,122,8,0,0,0,0,-1,0,-137,11
1955,30,0,77,-49,0,0,0,0,-14,-1,99,5
1956,28,0,149,-1,1,1,3,3,16,0,-289,-5
1957,21,0,118,-1,0,0,0,0,45,0,-505,4
1958,29,0,142,1,0,0,0,0,38,1,0,2
1959,30,0,188,-14,0,0,0,0,-7,-1,514,0
1960,27,1,89,-53,0,0,0,0,-8,-4,86,-5
1961,30,0,80,10,0,0,0,0,16,0,91,9
1962,15,0,53,15,0,0,0,0,2,0,0,0
1963,22,0,14,-11,0,0,0,0,0,0,-1,-6
1964,30,0,162,-14,1,1,3,3,-12,1,97,0
1965,30,0,79,-10,1,0,3,0,4,0,-13,-25
1966,30,0,149,-2,2,2,3,3,31,-7,1789,-3
1967,30,0,89,-2,0,-1,0,-2,-22,0,-67,-3
1968,29,0,118,-3,0,0,0,0,34,-2,-80,5
1969,15,0,132,0,1,0,3,0,23,0,-27,3
1970,30,0,0,-113,0,0,0,0,-23,0,69,7
1971,30,0,176,13,0,0,0,0,40,13,768,0
1972,30,0,234,3,1,-2,3,0,-2,-2,-1044,-2
1973,30,0,184,-2,1,0,3,0,4,-11,-356,0
1974,24,1,77,-17,2,1,3,0,29,0,120,-6
1975,30,0,135,18,1,0,2,0,52,3,387,2
1976,29,0,79,-62,0,0,0,0,-15,-2,-55,3
1977,27,0,186,19,0,0,0,0,84,-1,1922,-1
1978,29,0,24,-8,0,0,0,0,0,0,0,31
1979,30,0,92,-1,0,0,0,0,-10,-1,64,2
1980,29,0,128,0,0,-1,0,-3,-1,0,-3,7
1981,28,0,40,25,0,0,0,0,4,0,-1,31
1982,29,0,145,-34,0,-1,0,-2,-9,-2,48,0
1983,30,0,116,12,0,0,0,0,27,0,-70,-5
1984,30,0,145,36,0,0,0,0,-3,1,-308,-7
1985,28,0,97,-1,0,0,0,0,2,0,12,2
1986,24,1,0,0,0,0,0,0,0,0,38,31
1987,23,0,128,33,0,0,0,0,11,1,38,2
1988,30,0,51,33,0,0,0,0,4,0,7,30
1989,29,0,112,-39,0,0,0,0,-7,-2,58,-4
1990,28,0,199,-7,0,-1,0,-3,17,3,-503,0
1991,28,1,69,7,1,-1,4,1,42,0,-68,0
1992,12,0,59,-10,0,0,0,0,-5,0,-54,13
1993,29,0,76,-15,0,0,0,0,5,0,764,-2
1994,29,0,157,26,0,0,0,0,124,1,-5,-1
1995,30,0,80,0,0,0,0,0,0,0,40,31
1996,10,1,130,-15,2,-2,3,0,35,0,0,0
1997,28,0,212,-14,0,-1,0,-3,-3,-4,11604,0
1998,29,0,36,29,0,0,0,0,0,0,-55,31
1999,26,0,71,35,0,0,0,0,8,0,-560,31
2000,29,0,134,36,0,0,0,0,7,3,-215,-19
2001,30,0,117,11,1,1,3,3,181,0,12,0
2002,27,1,62,13,0,0,0,0,4,0,-104,31
2003,30,0,100,-4,0,0,0,0,13,1,1,14
2004,29,0,47,-19,0,0,0,0,29,0,34,-5
2005,30,0,81,-10,0,0,0,0,4,0,8,-3
2006,28,0,34,1,0,0,0,0,0,0,-88,31
2007,30,0,96,18,0,0,0,0,16,0,82,31
2008,29,0,132,59,0,0,0,0,2,1,106,30
2009,30,0,204,-3,1,0,3,0,92,-4,982,0
2010,30,1,0,0,0,0,0,0,-2,0,0,-74
2011,29,0,78,10,2,2,3,3,15,0,203,-3
2012,15,0,71,15,1,1,3,3,-25,0,-28,0
2013,29,0,167,-29,0,-2,0,-3,-26,2,85,0
2014,28,0,74,-49,0,0,0,0,-10,-3,-17,-17
2015,28,0,137,-33,1,1,4,4,19,-2,108,-1
2016,30,0,139,70,0,0,0,0,16,1,581,21
2017,30,0,103,4,0,0,0,0,-5,0,19,-11
2018,29,0,198,8,0,-3,0,-3,21,3,-1467,0
2019,28,0,111,8,0,0,0,0,12,0,295,-1
2020,25,0,204,-10,2,1,2,-1,52,5,-139,0
2021,26,0,90,-15,0,0,0,0,7,0,4779,9
2022,29,0,149,-2,0,0,0,0,26,2,-58,-30
2023,29,0,213,0,0,0,0,0,13,2,44,-1
2024,28,0,18,-15,0,0,0,0,0,0,-4634,31
2025,30,0,136,1,1,1,3,3,12,0,-470,-3
2026,28,0,129,20,0,0,0,0,13,1,176,-11
2027,29,0,100,-13,0,0,0,0,-1,-1,-52,-55
2028,29,0,184,-10,0,0,0,0,26,-1,187,0
2029,28,0,79,51,0,0,0,0,4,2,15,30
2030,29,0,153,7,0,-1,0,-3,59,1,18,-4
2031,29,0,107,-32,1,-1,3,0,-15,0,-4,0
2032,29,0,100,42,1,0,3,0,19,0,134,-85
2033,28,0,148,2,0,0,0,0,3,2,-10,-3
2034,28,0,81,-19,0,0,0,0,-6,0,-12,-1
2035,29,0,144,2,1,1,3,3,17,1,240,0
2036,29,0,100,-47,0,0,0,0,20,-2,-29,0
2037,29,0,10,-1,0,0,0,0,1,0,0,-4
2038,29,0,173,-11,0,0,0,0,-3,-1,-145,-4
2039,20,0,224,4,4,4,3,3,184,0,-1686,0
2040,29,0,125,14,0,0,0,0,37,0,-40,-3
2041,29,0,146,-9,2,1,3,0,35,-1,256,0
2042,29,0,72,-11,0,0,0,0,-39,0,-11,0
2043,29,0,186,9,0,0,0,0,-10,1,531,0
2044,29,0,137,25,0,0,0,0,22,0,104,0
2045,29,0,108,-11,0,0,0,0,-2,0,2662,4
2046,29,0,0,0,0,0,0,0,0,0,39,31
2047,29,0,68,-24,0,0,0,0,0,-1,1657,2
2048,28,0,125,1,0,0,0,0,47,0,679,2
2049,29,0,202,-1,0,0,0,0,44,-4,1699,0
2050,29,0,47,-27,0,-1,0,-3,-4,-1,3,2
2051,29,0,90,-65,0,0,0,0,-1,-1,-54,1
2052,28,0,151,71,0,0,0,0,8,1,-11,30
2053,29,0,231,-11,3,2,3,0,-23,0,-15,0
2054,29,0,125,2,0,0,0,0,-4,0,264,0
2055,29,0,149,26,0,0,0,0,1,0,625,-3
2056,23,0,91,-62,0,0,0,0,0,-1,606,6
2057,29,0,185,25,0,0,0,0,34,1,-140,3
2058,29,0,55,10,0,0,0,0,10,0,0,-3
